subj	trial	item	utterance	ERR	stim	session	task	RT	difficulty
005	27	Vater.bmp	Kater	0	vertex	2	pho	1560,45022205281	
006	27	Vater.bmp	Pater	0	vertex	1	pho	2495,59307159762	
007	27	Vater.bmp	Prater	1	pIFG	2	pho	1943,00866050296	
008	27	Vater.bmp	Pater	0	aIFG	3	pho	1234,5671078175	
009	27	Vater.bmp	NA	1	aIFG	1	pho	2250	
010	27	Vater.bmp	Kater	0	vertex	2	pho	2136,64935157032	
011	27	Vater.bmp	NA	1	pIFG	3	pho	2250	
012	27	Vater.bmp	NA	1	aIFG	1	pho	483,333333333333	
013	27	Vater.bmp	Krater	0	pIFG	2	pho	1966,62337892581	
014	27	Vater.bmp	NA	1	aIFG	3	pho	2250	
015	27	Vater.bmp	NA	1	aIFG	1	pho	2250	
016	27	Vater.bmp	Kater	0	vertex	1	pho	3100,12986322255	
017	27	Vater.bmp	Kater	0	pIFG	3	pho	2061,0822526172	
018	27	Vater.bmp	Kater	0	vertex	2	pho	2344,45887369139	
019	27	Vater.bmp	Kater	0	pIFG	2	pho	2174,43290104688	
020	27	Vater.bmp	Kater	0	aIFG	3	pho	1924,11688576468	
021	27	Vater.bmp	NA	1	vertex	1	pho	2250	
022	27	Vater.bmp	Berater	0	aIFG	1	pho	2769,52380530267	
023	27	Vater.bmp	Pater	0	vertex	2	pho	2273,61471842284	
024	27	Vater.bmp	NA	1	pIFG	3	pho	2250	
103	27	Vater.bmp	Kater	0	pIFG	2	pho	2547,54545212789	
001	4	Waage.bmp	NA	1	pIFG	3	pho	2250	
002	4	Waage.bmp	Lage	0	vertex	2	pho	1390	
003	4	Waage.bmp	Tag	1	aIFG	1	pho	1654,9090957442	
004	4	Waage.bmp	NA	1	aIFG	2	pho	2056,35930893264	
005	4	Waage.bmp	Lage	0	pIFG	1	pho	1088,15585359583	
006	4	Waage.bmp	Lage	0	pIFG	3	pho	2023,29870314065	
007	4	Waage.bmp	NA	1	aIFG	1	pho	2250	
008	4	Waage.bmp	Trage	0	vertex	2	pho	1416,66666666666	
009	4	Waage.bmp	Lage	0	vertex	3	pho	1589,99999999999	
010	4	Waage.bmp	Lage	0	pIFG	1	pho	1336,66666666666	
011	4	Waage.bmp	Lage	0	aIFG	2	pho	2490,87012791305	
012	4	Waage.bmp	Sage	0	vertex	3	pho	1806,04329365044	
013	4	Waage.bmp	Lage	0	aIFG	1	pho	2363,33333333333	
014	4	Waage.bmp	Sage	0	vertex	2	pho	2212,21645052344	
015	4	Waage.bmp	Lage	0	vertex	3	pho	1588,78788416023	
016	4	Waage.bmp	NA	1	aIFG	2	pho	2250	
017	4	Waage.bmp	Klage	0	aIFG	2	pho	1494,32901046883	
018	4	Waage.bmp	Sage	0	pIFG	1	pho	1796,5974062813	
019	4	Waage.bmp	Rabe	1	aIFG	1	pho	1220,39827676379	
020	4	Waage.bmp	Frage	0	vertex	2	pho	2358,6277047451	
021	4	Waage.bmp	Lage	0	pIFG	3	pho	1589,99999999999	
022	4	Waage.bmp	Lage	0	vertex	3	pho	1281,79654466319	
023	4	Waage.bmp	NA	1	pIFG	1	pho	2250	
024	4	Waage.bmp	Klage	0	aIFG	2	pho	1310,13420677061	
103	4	Waage.bmp	Sage	0	aIFG	1	pho	1744,64502575103	
001	41	Wal.bmp	Qual	0	aIFG	2	pho	2415,30302895994	
002	38	Wal.bmp	Wal	0	pIFG	1	pho	1390,4242494083	
003	41	Wal.bmp	Saal	0	vertex	3	pho	1881,61039260355	
004	41	Wal.bmp	NA	1	vertex	1	pho	2250	
005	41	Wal.bmp	Aal	0	aIFG	3	pho	1536,66666666666	
006	41	Wal.bmp	Tal	0	aIFG	2	pho	1725,75325101275	
007	41	Wal.bmp	kahl	0	vertex	3	pho	2571,16017055074	
008	41	Wal.bmp	Saal	0	pIFG	1	pho	1159,00000886438	
009	41	Wal.bmp	Tal	0	pIFG	2	pho	1484,88312309969	
010	41	Wal.bmp	Aal	0	aIFG	3	pho	1588,78788416023	
011	41	Wal.bmp	Qual	0	vertex	1	pho	1650,18615205963	
012	41	Wal.bmp	Wal	1	pIFG	2	pho	1366,80953098545	
013	41	Wal.bmp	Aal	0	vertex	3	pho	1352,64069993174	
014	41	Wal.bmp	Saal	0	pIFG	1	pho	1683,24675785162	
015	41	Wal.bmp	Schal	0	pIFG	2	pho	2793,13852372552	
016	41	Wal.bmp	Tal	0	pIFG	3	pho	1971,34632261038	
017	41	Wal.bmp	Tal	0	vertex	1	pho	1816,66666666666	
018	41	Wal.bmp	Zahl	0	aIFG	3	pho	2250	
019	41	Wal.bmp	Saal	0	vertex	3	pho	1966,62337892581	
020	41	Wal.bmp	Saal	0	pIFG	1	pho	2240,55411263086	
021	41	Wal.bmp	Saal	0	aIFG	2	pho	2396,41125422166	
022	41	Wal.bmp	Schal	0	pIFG	2	pho	1338,47186887803	
023	41	Wal.bmp	Schal	0	aIFG	3	pho	1461,26840467684	
024	41	Wal.bmp	Saal	0	vertex	1	pho	1291,24243203233	
103	41	Wal.bmp	Tal	0	vertex	3	pho	1329,02598150889	
001	15	Wand.bmp	Rand	0	aIFG	2	pho	1409,31602414658	
002	8	Wand.bmp	Hand	0	pIFG	1	pho	993,696979904442	
003	15	Wand.bmp	Land	0	vertex	3	pho	1173,16883991809	
004	15	Wand.bmp	Hand	0	vertex	1	pho	1168,44589623352	
005	15	Wand.bmp	Land	0	aIFG	3	pho	1456,66666666666	
006	15	Wand.bmp	Hand	0	aIFG	2	pho	970,082261481593	
007	15	Wand.bmp	Hand	0	vertex	3	pho	984,251092535302	
008	15	Wand.bmp	Rand	0	pIFG	1	pho	1631,29437732136	
009	15	Wand.bmp	Hand	0	pIFG	2	pho	1092,8787972804	
010	15	Wand.bmp	Land	0	aIFG	3	pho	1248,7359388712	
011	15	Wand.bmp	Land	0	vertex	1	pho	1723,33333333333	
012	15	Wand.bmp	Hand	0	pIFG	2	pho	1177,89178360266	
013	15	Wand.bmp	Rand	0	vertex	3	pho	1437,653686254	
014	15	Wand.bmp	Hand	0	pIFG	1	pho	1824,93506838872	
015	15	Wand.bmp	Hand	0	pIFG	2	pho	1329,02598150889	
016	15	Wand.bmp	Hand	0	pIFG	3	pho	1201,50650202551	
017	15	Wand.bmp	Hand	0	vertex	1	pho	1078,70996622669	
018	15	Wand.bmp	Hand	0	aIFG	3	pho	1083,43290991126	
019	15	Wand.bmp	Hand	0	vertex	3	pho	1309,99999999999	
020	15	Wand.bmp	Hand	0	pIFG	1	pho	1329,02598150889	
021	15	Wand.bmp	Land	0	aIFG	2	pho	1305,41126308604	
022	15	Wand.bmp	Land	0	pIFG	2	pho	1352,64069993174	
023	15	Wand.bmp	Hand	0	aIFG	3	pho	1588,78788416023	
024	15	Wand.bmp	Hand	0	vertex	1	pho	963,333333333333	
103	15	Wand.bmp	Hand	0	vertex	3	pho	1598,23377152937	
001	43	Watte.bmp	Ratte	0	aIFG	2	pho	1801,32034996587	
002	25	Watte.bmp	Latte	0	pIFG	1	pho	1428,20779888486	
003	43	Watte.bmp	Latte	0	vertex	3	pho	3322,10821639733	
004	43	Watte.bmp	NA	1	vertex	1	pho	2250	
005	43	Watte.bmp	Latte	0	aIFG	3	pho	2856,66666666666	
006	43	Watte.bmp	Ratte	0	aIFG	2	pho	1399,87013677744	
007	43	Watte.bmp	Matte	0	vertex	3	pho	3483,33333333333	
008	43	Watte.bmp	Latte	0	pIFG	1	pho	2046,9134215635	
009	43	Watte.bmp	Ratte	0	pIFG	2	pho	1640,7402646905	
010	43	Watte.bmp	Matte	0	aIFG	3	pho	2212,21645052344	
011	43	Watte.bmp	NA	1	vertex	1	pho	2250	
012	43	Watte.bmp	hatte	0	pIFG	2	pho	1621,84848995222	
013	43	Watte.bmp	Ratte	0	vertex	3	pho	1716,30736364361	
014	43	Watte.bmp	Matte	0	pIFG	1	pho	2883,33333333333	
015	43	Watte.bmp	hatte	0	pIFG	2	pho	2250	
016	43	Watte.bmp	NA	1	pIFG	3	pho	3879,41557117657	
017	43	Watte.bmp	Ratte	0	vertex	1	pho	1522,66667257625	
018	43	Watte.bmp	Matte	0	aIFG	3	pho	1891,05627997269	
019	43	Watte.bmp	Ratte	0	vertex	3	pho	1499,0519541534	
020	43	Watte.bmp	Latte	0	pIFG	1	pho	3816,66666666666	
021	43	Watte.bmp	Ratte	0	aIFG	2	pho	1673,80087048248	
022	43	Watte.bmp	Latte	0	pIFG	2	pho	1843,826843127	
023	43	Watte.bmp	Ratte	0	aIFG	3	pho	1456,54546099227	
024	43	Watte.bmp	satte	1	vertex	1	pho	1508,49784152254	
103	43	Watte.bmp	Matte	0	vertex	3	pho	1856,66666666666	
001	45	Wein.bmp	NA	1	pIFG	3	pho	2231,10822526172	
002	45	Wein.bmp	kein	0	vertex	2	pho	1961,90043524124	
003	45	Wein.bmp	NA	1	aIFG	1	pho	2250	
004	45	Wein.bmp	NA	1	aIFG	2	pho	2250	
005	45	Wein.bmp	NA	1	pIFG	1	pho	2179,15584473145	
006	45	Wein.bmp	Bein	0	pIFG	3	pho	1309,99999999999	
007	45	Wein.bmp	kein	0	aIFG	1	pho	1896,66666666666	
008	45	Wein.bmp	Bein	0	vertex	2	pho	1189,99999999999	
009	45	Wein.bmp	Bein	0	vertex	3	pho	1536,66666666666	
010	45	Wein.bmp	Schein	0	pIFG	1	pho	1333,74892519346	
011	45	Wein.bmp	Bein	0	aIFG	2	pho	1296,66666666666	
012	45	Wein.bmp	NA	1	vertex	3	pho	2250	
013	45	Wein.bmp	sein	0	aIFG	1	pho	3430,73592114244	
014	45	Wein.bmp	rein	0	vertex	2	pho	3643,26838694808	
015	45	Wein.bmp	rein	0	vertex	3	pho	3307,93938534362	
016	45	Wein.bmp	sein	0	aIFG	2	pho	3076,5151447997	
017	45	Wein.bmp	sein	0	aIFG	2	pho	1848,54978681157	
018	45	Wein.bmp	rein	0	pIFG	1	pho	3723,55842958576	
019	45	Wein.bmp	rein	0	aIFG	1	pho	1206,22944571008	
020	45	Wein.bmp	Stein	0	vertex	2	pho	1414,03896783115	
021	45	Wein.bmp	NA	1	pIFG	3	pho	2250	
022	45	Wein.bmp	Bein	0	vertex	3	pho	1296,66666666666	
023	45	Wein.bmp	NA	1	pIFG	1	pho	2250	
024	45	Wein.bmp	sein	0	aIFG	2	pho	1706,86147627447	
103	45	Wein.bmp	sein	0	aIFG	1	pho	1324,30303782432	
001	49	Wiege.bmp	NA	1	pIFG	3	pho	2250	
002	49	Wiege.bmp	Ziege	0	vertex	2	pho	1352,64069993174	
003	49	Wiege.bmp	Biege	0	aIFG	1	pho	1409,31602414658	
004	49	Wiege.bmp	Fliege	0	aIFG	2	pho	1168,44589623352	
005	49	Wiege.bmp	Ziege	0	pIFG	1	pho	1385,70130572373	
006	49	Wiege.bmp	Liege	0	pIFG	3	pho	1286,51948834776	
007	49	Wiege.bmp	Siege	0	aIFG	1	pho	1824,93506838872	
008	49	Wiege.bmp	Liege	0	vertex	2	pho	1555,72727836824	
009	49	Wiege.bmp	Liege	0	vertex	3	pho	1203,33333333333	
010	49	Wiege.bmp	Liege	0	pIFG	1	pho	1670	
011	49	Wiege.bmp	Liege	0	aIFG	2	pho	1258,18182624034	
012	49	Wiege.bmp	Liege	0	vertex	3	pho	1886,33333628812	
013	49	Wiege.bmp	Liege	0	aIFG	1	pho	2335,01298632225	
014	49	Wiege.bmp	Liege	0	vertex	2	pho	1443,33333333333	
015	49	Wiege.bmp	Ziege	0	vertex	3	pho	1362,08658730088	
016	49	Wiege.bmp	Ziege	0	aIFG	2	pho	1494,32901046883	
017	49	Wiege.bmp	Liege	0	aIFG	2	pho	1470,71429204598	
018	49	Wiege.bmp	Liege	0	pIFG	1	pho	2056,66666666666	
019	49	Wiege.bmp	Siege	0	aIFG	1	pho	1281,79654466319	
020	49	Wiege.bmp	Riege	0	vertex	2	pho	1815,48918101958	
021	49	Wiege.bmp	Liege	0	pIFG	3	pho	1574,61905310652	
022	49	Wiege.bmp	Ziege	0	vertex	3	pho	1286,51948834776	
023	49	Wiege.bmp	Liege	0	pIFG	1	pho	3596,03895010238	
024	49	Wiege.bmp	Liege	0	aIFG	2	pho	1305,41126308604	
103	49	Wiege.bmp	Siege	0	aIFG	1	pho	1905,2251110264	
001	37	Wolle.bmp	NA	1	pIFG	3	pho	2250	
002	37	Wolle.bmp	Rolle	0	vertex	2	pho	2136,66666666666	
003	37	Wolle.bmp	NA	1	aIFG	1	pho	2250	
004	37	Wolle.bmp	NA	1	aIFG	2	pho	2250	
005	37	Wolle.bmp	Olle	0	pIFG	1	pho	2043,33333333333	
006	37	Wolle.bmp	Rolle	0	pIFG	3	pho	2840,36796057122	
007	37	Wolle.bmp	NA	1	aIFG	1	pho	2250	
008	37	Wolle.bmp	Rolle	0	vertex	2	pho	1617,12554626765	
009	37	Wolle.bmp	Rolle	0	vertex	3	pho	1673,80087048248	
010	37	Wolle.bmp	Tolle	0	pIFG	1	pho	2580,60605791988	
011	37	Wolle.bmp	Rolle	0	aIFG	2	pho	2335,01298632225	
012	37	Wolle.bmp	Rolle	0	vertex	3	pho	2287,78354947655	
013	37	Wolle.bmp	NA	1	aIFG	1	pho	2250	
014	37	Wolle.bmp	Rolle	0	vertex	2	pho	3492,13418904184	
015	37	Wolle.bmp	NA	1	vertex	3	pho	2250	
016	37	Wolle.bmp	Trolle	0	aIFG	2	pho	3454,35063956529	
017	37	Wolle.bmp	Stolle	1	aIFG	2	pho	2183,87878841602	
018	37	Wolle.bmp	dolle	0	pIFG	1	pho	3964,42855749882	
019	37	Wolle.bmp	Solle	1	aIFG	1	pho	2188,60173210059	
020	37	Wolle.bmp	NA	1	vertex	2	pho	2250	
021	37	Wolle.bmp	Rolle	0	pIFG	3	pho	2745,90908687982	
022	37	Wolle.bmp	Rolle	0	vertex	3	pho	1659,63203942877	
023	37	Wolle.bmp	NA	1	pIFG	1	pho	2250	
024	37	Wolle.bmp	NA	1	aIFG	2	pho	2250	
103	37	Wolle.bmp	Bolle	1	aIFG	1	pho	2689,23376266498	
001	25	Wort.bmp	NA	1	vertex	1	pho	2250	
002	7	Wort.bmp	Ort	0	aIFG	3	pho	1546,2813909991	
003	7	Wort.bmp	dort	0	pIFG	2	pho	2029,99999999999	
004	7	Wort.bmp	Hort	0	pIFG	3	pho	1272,35065729405	
005	7	Wort.bmp	Hort	0	vertex	2	pho	2028,02164682522	
006	7	Wort.bmp	Hort	0	vertex	1	pho	1654,9090957442	
007	7	Wort.bmp	Ort	0	pIFG	2	pho	1203,33333333333	
008	7	Wort.bmp	Ort	0	aIFG	3	pho	1336,66666666666	
009	7	Wort.bmp	Ort	0	aIFG	1	pho	1494,32901046883	
010	7	Wort.bmp	Ort	0	vertex	2	pho	1656,66666666666	
011	7	Wort.bmp	Hort	0	pIFG	3	pho	1465,99134836141	
012	7	Wort.bmp	Hort	0	aIFG	1	pho	1631,29437732136	
013	7	Wort.bmp	Hort	0	pIFG	2	pho	2250	
014	7	Wort.bmp	Ort	2	aIFG	3	pho	2420,02597264451	
015	7	Wort.bmp	fort	0	aIFG	1	pho	1857,9956741807	
016	7	Wort.bmp	Ort	0	vertex	1	pho	1683,33333333333	
017	7	Wort.bmp	dort	0	pIFG	3	pho	1574,61905310652	
018	7	Wort.bmp	Mord	0	vertex	2	pho	3470	
019	7	Wort.bmp	NA	1	pIFG	2	pho	2250	
020	7	Wort.bmp	Hort	0	aIFG	3	pho	1404,59308046201	
021	7	Wort.bmp	Ort	0	vertex	1	pho	1177,89178360266	
022	7	Wort.bmp	Ort	0	aIFG	1	pho	1352,64069993174	
023	7	Wort.bmp	dort	0	vertex	2	pho	1612,40260258308	
024	7	Wort.bmp	Ort	0	pIFG	3	pho	1352,64069993174	
103	7	Wort.bmp	Ort	0	pIFG	2	pho	2363,33333333333	
001	46	Wunde.bmp	Runde	0	aIFG	2	pho	1546,2813909991	
002	26	Wunde.bmp	Hunde	0	pIFG	1	pho	1603,33333333333	
003	46	Wunde.bmp	NA	1	vertex	3	pho	2250	
004	46	Wunde.bmp	Kunde	0	vertex	1	pho	1319,58009413975	
005	46	Wunde.bmp	Kunde	0	aIFG	3	pho	1432,93074256943	
006	46	Wunde.bmp	Kunde	0	aIFG	2	pho	2330,29004263768	
007	46	Wunde.bmp	Kunde	0	vertex	3	pho	1815,48918101958	
008	46	Wunde.bmp	Runde	0	pIFG	1	pho	1267,62771360948	
009	46	Wunde.bmp	NA	1	pIFG	2	pho	2250	
010	46	Wunde.bmp	Stunde	0	aIFG	3	pho	1555,72727836824	
011	46	Wunde.bmp	Kunde	0	vertex	1	pho	1673,80087048248	
012	46	Wunde.bmp	Kunde	0	pIFG	2	pho	1343,1948125626	
013	46	Wunde.bmp	Runde	0	vertex	3	pho	1626,57143363679	
014	46	Wunde.bmp	Runde	0	pIFG	1	pho	2712,84848108783	
015	46	Wunde.bmp	Kunde	0	pIFG	2	pho	2363,35064842967	
016	46	Wunde.bmp	Kunde	0	pIFG	3	pho	1650,18615205963	
017	46	Wunde.bmp	Stunde	0	vertex	1	pho	1319,58009413975	
018	46	Wunde.bmp	Kunde	0	aIFG	3	pho	1395,14719309287	
019	46	Wunde.bmp	Kunde	0	vertex	3	pho	1522,66667257625	
020	46	Wunde.bmp	Hunde	0	pIFG	1	pho	1549,99999999999	
021	46	Wunde.bmp	Kunde	0	aIFG	2	pho	1352,64069993174	
022	46	Wunde.bmp	Runde	0	pIFG	2	pho	1480,16017941512	
023	46	Wunde.bmp	Stunde	0	aIFG	3	pho	2703,40259371869	
024	46	Wunde.bmp	NA	1	vertex	1	pho	1229,84416413293	
103	46	Wunde.bmp	NA	1	vertex	3	pho	2250	
001	4	Wurst.bmp	NA	1	aIFG	2	pho	2250	
002	46	Wurst.bmp	Durst	0	pIFG	1	pho	2325,56709895311	
003	4	Wurst.bmp	NA	1	vertex	3	pho	2250	
004	4	Wurst.bmp	Durst	0	vertex	1	pho	1269,99999999999	
005	4	Wurst.bmp	NA	1	aIFG	3	pho	2250	
006	4	Wurst.bmp	Durst	0	aIFG	2	pho	1971,34632261038	
007	4	Wurst.bmp	Durst	0	vertex	3	pho	1895,77922365726	
008	4	Wurst.bmp	Durst	0	pIFG	1	pho	1283,33333333333	
009	4	Wurst.bmp	Durst	0	pIFG	2	pho	2438,91774738279	
010	4	Wurst.bmp	Durst	0	aIFG	3	pho	3279,6017232362	
011	4	Wurst.bmp	Durst	0	vertex	1	pho	3096,66666666666	
012	4	Wurst.bmp	Durst	0	pIFG	2	pho	988,974036219872	
013	4	Wurst.bmp	Durst	0	vertex	3	pho	1589,99999999999	
014	4	Wurst.bmp	Durst	0	pIFG	1	pho	1603,33333333333	
015	4	Wurst.bmp	Durst	0	pIFG	2	pho	3199,31168059852	
016	4	Wurst.bmp	Durst	0	pIFG	3	pho	2776,66666666666	
017	4	Wurst.bmp	Durst	0	vertex	1	pho	1697,41558890533	
018	4	Wurst.bmp	Durst	0	aIFG	3	pho	1390	
019	4	Wurst.bmp	Durst	0	vertex	3	pho	1617,12554626765	
020	4	Wurst.bmp	Durst	0	pIFG	1	pho	1963,33333333333	
021	4	Wurst.bmp	Durst	0	aIFG	2	pho	2004,40692840237	
022	4	Wurst.bmp	NA	1	pIFG	2	pho	2250	
023	4	Wurst.bmp	Durst	0	aIFG	3	pho	1215,67533307922	
024	4	Wurst.bmp	NA	1	vertex	1	pho	1349,99999999999	
103	4	Wurst.bmp	Durst	0	vertex	3	pho	2457,80952212107	
001	14	Zelle.bmp	Delle	0	pIFG	3	pho	2336,66666666666	
002	14	Zelle.bmp	Schelle	0	vertex	2	pho	2141,37229525489	
003	14	Zelle.bmp	NA	1	aIFG	1	pho	2250	
004	14	Zelle.bmp	NA	1	aIFG	2	pho	2183,87878841602	
005	14	Zelle.bmp	Kelle	0	pIFG	1	pho	1555,72727836824	
006	14	Zelle.bmp	Kelle	0	pIFG	3	pho	1362,08658730088	
007	14	Zelle.bmp	Kelle	0	aIFG	1	pho	1059,81819148841	
008	14	Zelle.bmp	Kelle	0	vertex	2	pho	1116,49351570325	
009	14	Zelle.bmp	Faelle	0	vertex	3	pho	2018,57575945608	
010	14	Zelle.bmp	Stelle	0	pIFG	1	pho	1636,01732100593	
011	14	Zelle.bmp	Kelle	0	aIFG	2	pho	1749,3679694356	
012	14	Zelle.bmp	Kelle	0	vertex	3	pho	1189,99999999999	
013	14	Zelle.bmp	Kelle	0	aIFG	1	pho	2911,21211583976	
014	14	Zelle.bmp	Welle	0	vertex	2	pho	3161,52813112196	
015	14	Zelle.bmp	Pelle	0	vertex	3	pho	3175,69696217567	
016	14	Zelle.bmp	Faelle	0	aIFG	2	pho	3652,71427431722	
017	14	Zelle.bmp	Welle	0	aIFG	2	pho	2146,09523893946	
018	14	Zelle.bmp	Kelle	0	pIFG	1	pho	1966,62337892581	
019	14	Zelle.bmp	Kelle	0	aIFG	1	pho	1140,1082341261	
020	14	Zelle.bmp	Elle	0	vertex	2	pho	2089,41991472462	
021	14	Zelle.bmp	Kelle	0	pIFG	3	pho	1447,09957362313	
022	14	Zelle.bmp	Elle	0	vertex	3	pho	1483,33333333333	
023	14	Zelle.bmp	Welle	0	pIFG	1	pho	1187,3376709718	
024	14	Zelle.bmp	Kelle	0	aIFG	2	pho	1447,09957362313	
103	14	Zelle.bmp	Kelle	0	aIFG	1	pho	1867,44156154984	
001	7	Ziege.bmp	Wiege	0	vertex	1	pho	1522,66667257625	
002	53	Ziege.bmp	Liege	0	aIFG	3	pho	1283,33333333333	
003	53	Ziege.bmp	Biege	0	pIFG	2	pho	1536,83550362996	
004	53	Ziege.bmp	Fliege	0	pIFG	3	pho	1333,74892519346	
005	53	Ziege.bmp	Biege	0	vertex	2	pho	1523,33333333333	
006	53	Ziege.bmp	Biege	0	vertex	1	pho	1706,86147627447	
007	53	Ziege.bmp	Schmiege	0	pIFG	2	pho	2599,49783265816	
008	53	Ziege.bmp	Liege	0	aIFG	3	pho	1206,22944571008	
009	53	Ziege.bmp	Liege	0	aIFG	1	pho	1371,53247467002	
010	53	Ziege.bmp	NA	3	vertex	2	pho		
011	53	Ziege.bmp	Fliege	0	pIFG	3	pho	2221,66233789258	
012	53	Ziege.bmp	NA	3	aIFG	1	pho		
013	53	Ziege.bmp	Liege	0	pIFG	2	pho	2377,51947948338	
014	53	Ziege.bmp	Liege	0	aIFG	3	pho	1588,78788416023	
015	53	Ziege.bmp	NA	1	aIFG	1	pho	2250	
016	53	Ziege.bmp	NA	1	vertex	1	pho	2250	
017	53	Ziege.bmp	Fliege	0	pIFG	3	pho	1272,35065729405	
018	53	Ziege.bmp	NA	3	vertex	2	pho		
019	53	Ziege.bmp	Wiege	0	pIFG	2	pho	1456,54546099227	
020	53	Ziege.bmp	Wiege	0	aIFG	3	pho	1933,56277313382	
021	53	Ziege.bmp	Fliege	0	vertex	1	pho	1721,03030732818	
022	53	Ziege.bmp	Fliege	0	aIFG	1	pho	1447,09957362313	
023	53	Ziege.bmp	Liege	0	vertex	2	pho	1055,09524780384	
024	53	Ziege.bmp	Liege	0	pIFG	3	pho	1744,64502575103	
103	53	Ziege.bmp	Wiege	0	pIFG	2	pho	2486,14718422848	
001	26	Zunge.bmp	Lunge	0	vertex	1	pho	1494,32901046883	
002	26	Zunge.bmp	Lunge	0	aIFG	3	pho	1149,55412149524	
003	26	Zunge.bmp	Lunge	0	pIFG	2	pho	1215,67533307922	
004	26	Zunge.bmp	Lunge	0	pIFG	3	pho	1300,68831940147	
005	26	Zunge.bmp	Lunge	0	vertex	2	pho	1026,75758569643	
006	26	Zunge.bmp	Lunge	0	vertex	1	pho	1182,61472728723	
007	26	Zunge.bmp	Lunge	0	pIFG	2	pho	1136,66666666666	
008	26	Zunge.bmp	Lunge	0	aIFG	3	pho	1555,72727836824	
009	26	Zunge.bmp	Lunge	0	aIFG	1	pho	1189,99999999999	
010	26	Zunge.bmp	Lunge	0	vertex	2	pho	3043,33333333333	
011	26	Zunge.bmp	Lunge	0	pIFG	3	pho	1363,33333333333	
012	26	Zunge.bmp	Lunge	0	aIFG	1	pho	1016,66666666666	
013	26	Zunge.bmp	Junge	0	pIFG	2	pho	1380,97836203916	
014	26	Zunge.bmp	Lunge	0	aIFG	3	pho	1305,41126308604	
015	26	Zunge.bmp	Lunge	0	aIFG	1	pho	1324,30303782432	
016	26	Zunge.bmp	Lunge	0	vertex	1	pho	2183,87878841602	
017	26	Zunge.bmp	Junge	0	pIFG	3	pho	1216,66666666666	
018	26	Zunge.bmp	Lunge	0	vertex	2	pho	4035,27271276737	
019	26	Zunge.bmp	Lunge	0	pIFG	2	pho	1630	
020	26	Zunge.bmp	Lunge	0	aIFG	3	pho	1598,23377152937	
021	26	Zunge.bmp	Lunge	0	vertex	1	pho	2028,02164682522	
022	26	Zunge.bmp	NA	1	aIFG	1	pho	2250	
023	26	Zunge.bmp	Junge	0	vertex	2	pho	946,467543058744	
024	26	Zunge.bmp	Lunge	0	pIFG	3	pho	1749,3679694356	
103	26	Zunge.bmp	Lunge	0	pIFG	2	pho	2778,96969267181	
001	48	Zwerg.bmp	Berg	0	aIFG	2	pho	1541,55844731453	
002	9	Zwerg.bmp	Berg	0	pIFG	1	pho	1229,99999999999	
003	48	Zwerg.bmp	NA	1	vertex	3	pho	2250	
004	48	Zwerg.bmp	Berg	0	vertex	1	pho	1229,99999999999	
005	48	Zwerg.bmp	Berg	0	aIFG	3	pho	1069,99999999999	
006	48	Zwerg.bmp	Berg	0	aIFG	2	pho	1324,30303782432	
007	48	Zwerg.bmp	Berg	0	vertex	3	pho	1136,66666666666	
008	48	Zwerg.bmp	Berg	0	pIFG	1	pho	1003,33333333333	
009	48	Zwerg.bmp	Berg	0	pIFG	2	pho	2004,40692840237	
010	48	Zwerg.bmp	Berg	0	aIFG	3	pho	1536,66666666666	
011	48	Zwerg.bmp	Berg	0	vertex	1	pho	1376,25541835459	
012	48	Zwerg.bmp	Berg	0	pIFG	2	pho	1007,86581095815	
013	48	Zwerg.bmp	Berg	0	vertex	3	pho	1283,33333333333	
014	48	Zwerg.bmp	Berg	0	pIFG	1	pho	1509,99999999999	
015	48	Zwerg.bmp	Werk	0	pIFG	2	pho	3572,42423167953	
016	48	Zwerg.bmp	NA	1	pIFG	3	pho	2250	
017	48	Zwerg.bmp	Berg	0	vertex	1	pho	1796,5974062813	
018	48	Zwerg.bmp	Berg	0	aIFG	3	pho	3310	
019	48	Zwerg.bmp	Berg	0	vertex	3	pho	1509,99999999999	
020	48	Zwerg.bmp	Berg	0	pIFG	1	pho	1229,99999999999	
021	48	Zwerg.bmp	NA	1	aIFG	2	pho	2250	
022	48	Zwerg.bmp	Berg	0	pIFG	2	pho	2471,97835317477	
023	48	Zwerg.bmp	Berg	0	aIFG	3	pho	1229,99999999999	
024	48	Zwerg.bmp	NA	1	vertex	1	pho	2250	
103	48	Zwerg.bmp	Berg	0	vertex	3	pho	1269,99999999999	
001	19	Ader.bmp	Vene	0	vertex	1	sem	1796,5974062813	0
002	33	Ader.bmp	Körper	0	aIFG	3	sem	1697,41558890533	0
003	33	Ader.bmp	NA	1	pIFG	2	sem	2250	0
004	33	Ader.bmp	Vene	0	pIFG	3	sem	1549,99999999999	0
005	33	Ader.bmp	Gefaess	4	vertex	2	sem	3189,86579322938	0
006	33	Ader.bmp	Vene	0	vertex	1	sem	1839,10389944243	0
007	33	Ader.bmp	Vene	0	pIFG	2	sem	1305,41126308604	0
008	33	Ader.bmp	Vene	0	aIFG	3	sem	2127,20346420118	0
009	33	Ader.bmp	Muskel	0	aIFG	1	sem	1923,33333333333	0
010	33	Ader.bmp	Vene	0	vertex	2	sem	1994,96104103323	0
011	33	Ader.bmp	Arterie	0	pIFG	3	sem	3710	0
