subj	trial	item	utterance	ERR	stim	session	task	RT	difficulty
005	53	Dose.bmp	Lose	0	pIFG	1	pho	1423,48485520029	
006	53	Dose.bmp	Hose	0	pIFG	3	pho	1509,99999999999	
007	53	Dose.bmp	Hose	0	aIFG	1	pho	1149,55412149524	
008	53	Dose.bmp	Hose	0	vertex	2	pho	1159,00000886438	
009	53	Dose.bmp	Hose	0	vertex	3	pho	1710	
010	53	Dose.bmp	Hose	0	pIFG	1	pho	1447,09957362313	
011	53	Dose.bmp	Hose	0	aIFG	2	pho	1215,67533307922	
012	53	Dose.bmp	Rose	0	vertex	3	pho	1362,08658730088	
013	53	Dose.bmp	Hose	0	aIFG	1	pho	2363,33333333333	
014	53	Dose.bmp	Rose	0	vertex	2	pho	3048,17748269229	
015	53	Dose.bmp	Hose	0	vertex	3	pho	2292,50649316112	
016	53	Dose.bmp	Rose	0	aIFG	2	pho	1437,653686254	
017	53	Dose.bmp	Lose	0	aIFG	2	pho	1856,66666666666	
018	53	Dose.bmp	Lose	0	pIFG	1	pho	4083,33333333333	
019	53	Dose.bmp	Hose	0	aIFG	1	pho	927,575768320465	
020	53	Dose.bmp	Hose	0	vertex	2	pho	1215,67533307922	
021	53	Dose.bmp	Rose	0	pIFG	3	pho	1853,27273049613	
022	53	Dose.bmp	Rose	0	vertex	3	pho	1192,06061465637	
023	53	Dose.bmp	Hose	0	pIFG	1	pho	1192,06061465637	
024	53	Dose.bmp	Hose	0	aIFG	2	pho	1338,47186887803	
103	53	Dose.bmp	Sosse	0	aIFG	1	pho	2207,49350683887	
001	11	Durst.bmp	Wurst	0	vertex	1	pho	1428,20779888486	
002	12	Durst.bmp	Wurst	0	aIFG	3	pho	1300,68831940147	
003	12	Durst.bmp	Wurst	0	pIFG	2	pho	1333,74892519346	
004	12	Durst.bmp	NA	1	pIFG	3	pho	2250	
005	12	Durst.bmp	Wurst	0	vertex	2	pho	1121,21645938782	
006	12	Durst.bmp	NA	1	vertex	1	pho	2250	
007	12	Durst.bmp	Wurst	0	pIFG	2	pho	3284,32466692077	
008	12	Durst.bmp	Wurst	0	aIFG	3	pho	2438,91774738279	
009	12	Durst.bmp	Wurst	0	aIFG	1	pho	1220,39827676379	
010	12	Durst.bmp	Wurst	0	vertex	2	pho	2056,35930893264	
011	12	Durst.bmp	Wurst	0	pIFG	3	pho	1475,43723573055	
012	12	Durst.bmp	Wurst	0	aIFG	1	pho	1203,33333333333	
013	12	Durst.bmp	Wurst	0	pIFG	2	pho	1496,66666666666	
014	12	Durst.bmp	Wurst	0	aIFG	3	pho	1456,54546099227	
015	12	Durst.bmp	Wurst	0	aIFG	1	pho	1763,53680048931	
016	12	Durst.bmp	NA	1	vertex	1	pho	2169,70995736231	
017	12	Durst.bmp	Wurst	0	pIFG	3	pho	1314,85715045518	
018	12	Durst.bmp	NA	1	vertex	2	pho	2250	
019	12	Durst.bmp	Wurst	0	pIFG	2	pho	1244,01299518664	
020	12	Durst.bmp	Wurst	0	aIFG	3	pho	1475,43723573055	
021	12	Durst.bmp	NA	1	vertex	1	pho	2250	
022	12	Durst.bmp	NA	1	aIFG	1	pho	2250	
023	12	Durst.bmp	Wurst	0	vertex	2	pho	1017,31169832729	
024	12	Durst.bmp	NA	1	pIFG	3	pho	2250	
103	12	Durst.bmp	NA	1	pIFG	2	pho	2250	
001	6	Eis.bmp	Mais	0	aIFG	2	pho	1976,06926629495	
002	27	Eis.bmp	Mais	2	pIFG	1	pho	2386,96536685252	
003	6	Eis.bmp	NA	1	vertex	3	pho	2250	
004	6	Eis.bmp	Reis	0	vertex	1	pho	2075,25108367091	
005	6	Eis.bmp	Reis	0	aIFG	3	pho	1310,13420677061	
006	6	Eis.bmp	weiss	0	aIFG	2	pho	1314,85715045518	
007	6	Eis.bmp	Scheiss	0	vertex	3	pho	2528,65367738961	
008	6	Eis.bmp	Speis	0	pIFG	1	pho	1546,2813909991	
009	6	Eis.bmp	Greis	0	pIFG	2	pho	1517,94372889168	
010	6	Eis.bmp	Reis	0	aIFG	3	pho	1943,00866050296	
011	6	Eis.bmp	Mais	0	vertex	1	pho	1576,66666666666	
012	6	Eis.bmp	Speis	0	pIFG	2	pho	1749,3679694356	
013	6	Eis.bmp	Reis	0	vertex	3	pho	1952,4545478721	
014	6	Eis.bmp	Schweiss	0	pIFG	1	pho	2018,57575945608	
015	6	Eis.bmp	Reis	0	pIFG	2	pho	1423,48485520029	
016	6	Eis.bmp	Reis	0	pIFG	3	pho	1300,68831940147	
017	6	Eis.bmp	Fleiss	0	vertex	1	pho	2089,41991472462	
018	6	Eis.bmp	Mais	0	aIFG	3	pho	1616,66666666666	
019	6	Eis.bmp	Weiss	0	vertex	3	pho	1363,33333333333	
020	6	Eis.bmp	Reis	0	pIFG	1	pho	1735,19913838189	
021	6	Eis.bmp	Mais	0	aIFG	2	pho	1950	
022	6	Eis.bmp	weiss	0	pIFG	2	pho	1362,08658730088	
023	6	Eis.bmp	Reis	0	aIFG	3	pho	1258,18182624034	
024	6	Eis.bmp	Scheiss	0	vertex	1	pho	1319,58009413975	
103	6	Eis.bmp	Mais	0	vertex	3	pho	1323,33333333333	
001	20	Eule.bmp	Keule	0	aIFG	2	pho	1721,03030732818	
002	13	Eule.bmp	Beule	0	pIFG	1	pho	1229,99999999999	
003	20	Eule.bmp	Beule	0	vertex	3	pho	1329,02598150889	
004	20	Eule.bmp	Keule	0	vertex	1	pho	1059,81819148841	
005	20	Eule.bmp	Keule	0	aIFG	3	pho	1990,23809734866	
006	20	Eule.bmp	Keule	0	aIFG	2	pho	1277,07360097862	
007	20	Eule.bmp	Keule	0	vertex	3	pho	1277,07360097862	
008	20	Eule.bmp	Beule	0	pIFG	1	pho	1336,66666666666	
009	20	Eule.bmp	Beule	0	pIFG	2	pho	2056,66666666666	
010	20	Eule.bmp	Keule	0	aIFG	3	pho	1938,28571681839	
011	20	Eule.bmp	Beule	0	vertex	1	pho	1924,11688576468	
012	20	Eule.bmp	Saeule	0	pIFG	2	pho	1853,27273049613	
013	20	Eule.bmp	Beule	0	vertex	3	pho	2079,97402735548	
014	20	Eule.bmp	Beule	0	pIFG	1	pho	1616,66666666666	
015	20	Eule.bmp	Keule	0	pIFG	2	pho	1763,53680048931	
016	20	Eule.bmp	Keule	0	pIFG	3	pho	1650,18615205963	
017	20	Eule.bmp	Beule	0	vertex	1	pho	1390	
018	20	Eule.bmp	Keule	0	aIFG	3	pho	1390,4242494083	
019	20	Eule.bmp	Eule	1	vertex	3	pho	4243,08223488844	
020	20	Eule.bmp	Keule	0	pIFG	1	pho	2434,19480369822	
021	20	Eule.bmp	Keule	0	aIFG	2	pho	1541,55844731453	
022	20	Eule.bmp	Keule	0	pIFG	2	pho	1626,57143363679	
023	20	Eule.bmp	Keule	0	aIFG	3	pho	1277,07360097862	
024	20	Eule.bmp	Keule	0	vertex	1	pho	1016,66666666666	
103	20	Eule.bmp	Saeule	0	vertex	3	pho	1234,5671078175	
001	25	Fackel.bmp	Dackel	0	pIFG	3	pho	1876,88744891898	
002	25	Fackel.bmp	Dackel	0	vertex	2	pho	1206,22944571008	
003	25	Fackel.bmp	Dackel	0	aIFG	1	pho	2203,33333333333	
004	25	Fackel.bmp	Dackel	0	aIFG	2	pho	1248,7359388712	
005	25	Fackel.bmp	Dackel	0	pIFG	1	pho	1253,45888255577	
006	25	Fackel.bmp	Dackel	0	pIFG	3	pho	1432,93074256943	
007	25	Fackel.bmp	Dackel	0	aIFG	1	pho	1376,25541835459	
008	25	Fackel.bmp	Dackel	0	vertex	2	pho	2216,66666666666	
009	25	Fackel.bmp	Dackel	0	vertex	3	pho	1390	
010	25	Fackel.bmp	NA	1	pIFG	1	pho	2250	
011	25	Fackel.bmp	Dackel	0	aIFG	2	pho	3336,66666666666	
012	25	Fackel.bmp	Dackel	0	vertex	3	pho	1256,66666666666	
013	25	Fackel.bmp	Dackel	0	aIFG	1	pho	2683,33333333333	
014	25	Fackel.bmp	NA	1	vertex	2	pho	2193,32467578516	
015	25	Fackel.bmp	Sattel	1	vertex	3	pho	4091,9480369822	
016	25	Fackel.bmp	Dackel	0	aIFG	2	pho	4083,33333333333	
017	25	Fackel.bmp	Dackel	0	aIFG	2	pho	1536,66666666666	
018	25	Fackel.bmp	Dackel	0	pIFG	1	pho	1173,16883991809	
019	25	Fackel.bmp	NA	1	aIFG	1	pho	2250	
020	25	Fackel.bmp	NA	1	vertex	2	pho	2273,61471842284	
021	25	Fackel.bmp	Dackel	0	pIFG	3	pho	1656,66666666666	
022	25	Fackel.bmp	NA	1	vertex	3	pho	2250	
023	25	Fackel.bmp	Dackel	0	pIFG	1	pho	1097,60174096497	
024	25	Fackel.bmp	Dackel	0	aIFG	2	pho	1565,17316573738	
103	25	Fackel.bmp	Dackel	0	aIFG	1	pho	1910	
001	12	Faden.bmp	Laden	0	vertex	1	pho	1824,93506838872	
002	8	Faden.bmp	Laden	0	aIFG	3	pho	1102,32468464954	
003	8	Faden.bmp	Laden	0	pIFG	2	pho	1659,63203942877	
004	8	Faden.bmp	Laden	0	pIFG	3	pho	1203,33333333333	
005	8	Faden.bmp	Laden	0	vertex	2	pho	2510	
006	8	Faden.bmp	Laden	0	vertex	1	pho	1092,8787972804	
007	8	Faden.bmp	Laden	0	pIFG	2	pho	2760,07791793353	
008	8	Faden.bmp	baden	2	aIFG	3	pho	1390	
009	8	Faden.bmp	Laden	0	aIFG	1	pho	1283,33333333333	
010	8	Faden.bmp	Laden	0	vertex	2	pho	1352,64069993174	
011	8	Faden.bmp	Laden	0	pIFG	3	pho	1848,54978681157	
012	8	Faden.bmp	Maden	0	aIFG	1	pho	1923,33333333333	
013	8	Faden.bmp	Maden	0	pIFG	2	pho	1576,66666666666	
014	8	Faden.bmp	Laden	0	aIFG	3	pho	3523,33333333333	
015	8	Faden.bmp	Laden	0	aIFG	1	pho	2717,5714247724	
016	8	Faden.bmp	Laden	0	vertex	1	pho	2689,23376266498	
017	8	Faden.bmp	Laden	0	pIFG	3	pho	1283,33333333333	
018	8	Faden.bmp	Laden	0	vertex	2	pho	1933,56277313382	
019	8	Faden.bmp	NA	1	pIFG	2	pho	2250	
020	8	Faden.bmp	Laden	0	aIFG	3	pho	2656,66666666666	
021	8	Faden.bmp	Laden	0	vertex	1	pho	1136,66666666666	
022	8	Faden.bmp	Waden	0	aIFG	1	pho	2712,84848108783	
023	8	Faden.bmp	Laden	0	vertex	2	pho	937,021655689604	
024	8	Faden.bmp	NA	1	pIFG	3	pho	2250	
103	8	Faden.bmp	Maden	0	pIFG	2	pho	1589,99999999999	
001	36	Fahne.bmp	NA	1	aIFG	2	pho	2250	
002	47	Fahne.bmp	Sahne	0	pIFG	1	pho	1234,5671078175	
003	36	Fahne.bmp	NA	1	vertex	3	pho	2250	
004	36	Fahne.bmp	NA	1	vertex	1	pho	2250	
005	36	Fahne.bmp	NA	1	aIFG	3	pho	2250	
006	36	Fahne.bmp	NA	1	aIFG	2	pho	2250	
007	36	Fahne.bmp	Bahne	1	vertex	3	pho	2590	
008	36	Fahne.bmp	Sahne	0	pIFG	1	pho	1239,29005150207	
009	36	Fahne.bmp	NA	1	pIFG	2	pho	2250	
010	36	Fahne.bmp	NA	1	aIFG	3	pho	2250	
011	36	Fahne.bmp	NA	1	vertex	1	pho	2250	
012	36	Fahne.bmp	Sahne	0	pIFG	2	pho	2807,30735477923	
013	36	Fahne.bmp	NA	1	vertex	3	pho	2250	
014	36	Fahne.bmp	Banane	0	pIFG	1	pho	1872,16450523441	
015	36	Fahne.bmp	Banane	0	pIFG	2	pho	3185,14284954481	
016	36	Fahne.bmp	NA	1	pIFG	3	pho	2250	
017	36	Fahne.bmp	Sahne	0	vertex	1	pho	1546,2813909991	
018	36	Fahne.bmp	Sahne	0	aIFG	3	pho	3147,35930006825	
019	36	Fahne.bmp	Sahne	0	vertex	3	pho	1640,7402646905	
020	36	Fahne.bmp	NA	1	pIFG	1	pho	2250	
021	36	Fahne.bmp	NA	1	aIFG	2	pho	2250	
022	36	Fahne.bmp	Sanne	0	pIFG	2	pho	1579,34199679109	
023	36	Fahne.bmp	NA	1	aIFG	3	pho	2250	
024	36	Fahne.bmp	NA	1	vertex	1	pho	2028,02164682522	
103	36	Fahne.bmp	Sahne	0	vertex	3	pho	2386,96536685252	
001	49	Falter.bmp	Schalter	0	vertex	1	pho	2377,51947948338	
002	22	Falter.bmp	Alter	0	aIFG	3	pho	1772,98268785845	
003	22	Falter.bmp	NA	1	pIFG	2	pho	2250	
004	22	Falter.bmp	Alter	0	pIFG	3	pho	1480,16017941512	
005	22	Falter.bmp	Schalter	0	vertex	2	pho	1494,32901046883	
006	22	Falter.bmp	Schalter	0	vertex	1	pho	1576,66666666666	
007	22	Falter.bmp	Alter	0	pIFG	2	pho	2656,66666666666	
008	22	Falter.bmp	Alter	0	aIFG	3	pho	1283,33333333333	
009	22	Falter.bmp	Alter	0	aIFG	1	pho	1513,22078520711	
010	22	Falter.bmp	Halter	0	vertex	2	pho	1362,08658730088	
011	22	Falter.bmp	NA	1	pIFG	3	pho	2250	
012	22	Falter.bmp	Verwalter	0	aIFG	1	pho	1168,44589623352	
013	22	Falter.bmp	NA	1	pIFG	2	pho	2250	
014	22	Falter.bmp	Verwalter	0	aIFG	3	pho	3355,16882218932	
015	22	Falter.bmp	Schalter	0	aIFG	1	pho	2131,92640788575	
016	22	Falter.bmp	Alter	0	vertex	1	pho	2616,66666666666	
017	22	Falter.bmp	Schalter	0	pIFG	3	pho	1201,50650202551	
018	22	Falter.bmp	Verwalter	2	vertex	2	pho	3510	
019	22	Falter.bmp	Walther	1	pIFG	2	pho	1589,99999999999	
020	22	Falter.bmp	Alter	0	aIFG	3	pho	1469,99999999999	
021	22	Falter.bmp	Halter	0	vertex	1	pho	1579,34199679109	
022	22	Falter.bmp	Alter	0	aIFG	1	pho	1654,9090957442	
023	22	Falter.bmp	Alter	0	vertex	2	pho	1603,33333333333	
024	22	Falter.bmp	Schalter	0	pIFG	3	pho	1366,80953098545	
103	22	Falter.bmp	Schalter	0	pIFG	2	pho	2202,7705631543	
001	28	Farbe.bmp	Narbe	0	vertex	1	pho	1509,99999999999	
002	2	Farbe.bmp	Narbe	0	aIFG	3	pho	1291,24243203233	
003	2	Farbe.bmp	NA	1	pIFG	2	pho	2250	
004	2	Farbe.bmp	NA	1	pIFG	3	pho	2250	
005	2	Farbe.bmp	Narbe	0	vertex	2	pho	2763,33333333333	
006	2	Farbe.bmp	NA	1	vertex	1	pho	2250	
007	2	Farbe.bmp	NA	1	pIFG	2	pho	2250	
008	2	Farbe.bmp	Narbe	0	aIFG	3	pho	1123,33333333333	
009	2	Farbe.bmp	NA	1	aIFG	1	pho	2250	
010	2	Farbe.bmp	Narbe	0	vertex	2	pho	1630	
011	2	Farbe.bmp	Garbe	0	pIFG	3	pho	2976,66666666666	
012	2	Farbe.bmp	Narbe	0	aIFG	1	pho	937,021655689604	
013	2	Farbe.bmp	Narbe	0	pIFG	2	pho	1229,99999999999	
014	2	Farbe.bmp	Narbe	0	aIFG	3	pho	1097,60174096497	
015	2	Farbe.bmp	NA	1	aIFG	1	pho	3710	
016	2	Farbe.bmp	NA	1	vertex	1	pho	2250	
017	2	Farbe.bmp	Narbe	0	pIFG	3	pho	2150	
018	2	Farbe.bmp	NA	1	vertex	2	pho	2250	
019	2	Farbe.bmp	NA	1	pIFG	2	pho	1574,61905310652	
020	2	Farbe.bmp	Narbe	0	aIFG	3	pho	1656,66666666666	
021	2	Farbe.bmp	NA	1	vertex	1	pho	2250	
022	2	Farbe.bmp	Garbe	0	aIFG	1	pho	1404,59308046201	
023	2	Farbe.bmp	Narbe	0	vertex	2	pho	1673,80087048248	
024	2	Farbe.bmp	Scharbe	1	pIFG	3	pho	1928,83982944925	
103	2	Farbe.bmp	NA	1	pIFG	2	pho	2250	
001	9	Feld.bmp	NA	1	vertex	1	pho	1839,10389944243	
002	3	Feld.bmp	Held	0	aIFG	3	pho	988,974036219872	
003	3	Feld.bmp	NA	1	pIFG	2	pho	2250	
004	3	Feld.bmp	Geld	0	pIFG	3	pho	1380,97836203916	
005	3	Feld.bmp	Welt	0	vertex	2	pho	1234,5671078175	
006	3	Feld.bmp	Held	0	vertex	1	pho	1192,06061465637	
007	3	Feld.bmp	Geld	0	pIFG	2	pho	1754,09091312017	
008	3	Feld.bmp	Geld	0	aIFG	3	pho	951,190486743314	
009	3	Feld.bmp	NA	1	aIFG	1	pho	2250	
010	3	Feld.bmp	Held	0	vertex	2	pho	1154,27706517981	
011	3	Feld.bmp	Held	0	pIFG	3	pho	1234,5671078175	
012	3	Feld.bmp	Held	0	aIFG	1	pho	823,67100725993	
013	3	Feld.bmp	Held	0	pIFG	2	pho	1994,96104103323	
014	3	Feld.bmp	Geld	0	aIFG	3	pho	1541,55844731453	
015	3	Feld.bmp	Held	0	aIFG	1	pho	1584,06494047566	
016	3	Feld.bmp	Held	0	vertex	1	pho	1744,64502575103	
017	3	Feld.bmp	Geld	0	pIFG	3	pho	1248,7359388712	
018	3	Feld.bmp	Held	0	vertex	2	pho	866,177500421058	
019	3	Feld.bmp	Geld	0	pIFG	2	pho	1560,45022205281	
020	3	Feld.bmp	Held	0	aIFG	3	pho	1248,7359388712	
021	3	Feld.bmp	Held	0	vertex	1	pho	1040,92641675013	
022	3	Feld.bmp	Zelt	0	aIFG	1	pho	1447,09957362313	
023	3	Feld.bmp	Held	0	vertex	2	pho	937,021655689604	
024	3	Feld.bmp	Geld	0	pIFG	3	pho	1494,32901046883	
103	3	Feld.bmp	NA	1	pIFG	2	pho	2250	
001	38	Fest.bmp	NA	1	vertex	1	pho	2250	
002	39	Fest.bmp	Pest	0	aIFG	3	pho	1248,7359388712	
003	39	Fest.bmp	Test	0	pIFG	2	pho	1602,95671521394	
004	39	Fest.bmp	Test	0	pIFG	3	pho	1244,01299518664	
005	39	Fest.bmp	Rest	0	vertex	2	pho	3463,79652693443	
006	39	Fest.bmp	Test	0	vertex	1	pho	3723,55842958576	
007	39	Fest.bmp	Test	0	pIFG	2	pho	1319,58009413975	
008	39	Fest.bmp	Nest	0	aIFG	3	pho	2203,33333333333	
009	39	Fest.bmp	Test	0	aIFG	1	pho	1281,79654466319	
010	39	Fest.bmp	Rest	0	vertex	2	pho	1496,66666666666	
011	39	Fest.bmp	Rest	0	pIFG	3	pho	1886,33333628812	
012	39	Fest.bmp	Test	0	aIFG	1	pho	1716,30736364361	
013	39	Fest.bmp	Rest	0	pIFG	2	pho	1876,88744891898	
014	39	Fest.bmp	Nest	0	aIFG	3	pho	1363,33333333333	
015	39	Fest.bmp	Rest	0	aIFG	1	pho	3397,67531535045	
016	39	Fest.bmp	NA	1	vertex	1	pho	2250	
017	39	Fest.bmp	Test	0	pIFG	3	pho	1976,66666666666	
018	39	Fest.bmp	Rest	0	vertex	2	pho	2698,67965003412	
019	39	Fest.bmp	Rest	0	pIFG	2	pho	2113,03463314747	
020	39	Fest.bmp	Nest	0	aIFG	3	pho	1244,01299518664	
021	39	Fest.bmp	Nest	0	vertex	1	pho	1465,99134836141	
022	39	Fest.bmp	Pest	0	aIFG	1	pho	1664,35498311334	
023	39	Fest.bmp	West	0	vertex	2	pho	1839,10389944243	
024	39	Fest.bmp	Test	0	pIFG	3	pho	1489,60606678426	
103	39	Fest.bmp	Pest	0	pIFG	2	pho	1933,56277313382	
001	10	Feuer.bmp	NA	1	aIFG	2	pho	2155,5411263086	
002	49	Feuer.bmp	NA	1	pIFG	1	pho	1843,826843127	
003	10	Feuer.bmp	teuer	0	vertex	3	pho	2250	
004	10	Feuer.bmp	teuer	0	vertex	1	pho	1678,52381416705	
005	10	Feuer.bmp	Steuer	0	aIFG	3	pho	1976,06926629495	
006	10	Feuer.bmp	teuer	0	aIFG	2	pho	2193,32467578516	
007	10	Feuer.bmp	Scheuer	1	vertex	3	pho	2618,38960739644	
008	10	Feuer.bmp	Steuer	2	pIFG	1	pho	1376,25541835459	
009	10	Feuer.bmp	teuer	0	pIFG	2	pho	1159,00000886438	
010	10	Feuer.bmp	teuer	0	aIFG	3	pho	2420,02597264451	
011	10	Feuer.bmp	teuer	0	vertex	1	pho	3685,77488010921	
012	10	Feuer.bmp	teuer	0	pIFG	2	pho	1149,55412149524	
013	10	Feuer.bmp	teuer	0	vertex	3	pho	2859,2597353095	
014	10	Feuer.bmp	teuer	0	pIFG	1	pho	1489,60606678426	
015	10	Feuer.bmp	Ungeheuer	0	pIFG	2	pho	1989,99999999999	
016	10	Feuer.bmp	teuer	0	pIFG	3	pho	2226,38528157715	
017	10	Feuer.bmp	Ungeheuer	0	vertex	1	pho	1723,33333333333	
018	10	Feuer.bmp	teuer	0	aIFG	3	pho	3799,12552853888	
019	10	Feuer.bmp	teuer	0	vertex	3	pho	1371,53247467002	
020	10	Feuer.bmp	teuer	0	pIFG	1	pho	1881,61039260355	
021	10	Feuer.bmp	teuer	0	aIFG	2	pho	1815,48918101958	
022	10	Feuer.bmp	Steuer	0	pIFG	2	pho	1319,58009413975	
023	10	Feuer.bmp	NA	1	aIFG	3	pho	2250	
024	10	Feuer.bmp	heuer	0	vertex	1	pho	1116,49351570325	
103	10	Feuer.bmp	NA	1	vertex	3	pho	2250	
001	2	Fisch.bmp	NA	1	vertex	1	pho	2094,14285840919	
002	25	Fisch.bmp	Tisch	0	aIFG	3	pho	1050,37230411927	
003	25	Fisch.bmp	Tisch	0	pIFG	2	pho	1258,18182624034	
004	25	Fisch.bmp	Tisch	0	pIFG	3	pho	1324,30303782432	
005	25	Fisch.bmp	Tisch	0	vertex	2	pho	1376,25541835459	
006	25	Fisch.bmp	Tisch	0	vertex	1	pho	1088,15585359583	
007	25	Fisch.bmp	Tisch	0	pIFG	2	pho	1395,14719309287	
008	25	Fisch.bmp	Tisch	0	aIFG	3	pho	1056,66666666666	
009	25	Fisch.bmp	Tisch	0	aIFG	1	pho	2193,32467578516	
010	25	Fisch.bmp	Tisch	0	vertex	2	pho	1310,13420677061	
011	25	Fisch.bmp	Tisch	0	pIFG	3	pho	1343,1948125626	
012	25	Fisch.bmp	Tisch	0	aIFG	1	pho	927,575768320465	
013	25	Fisch.bmp	Tisch	0	pIFG	2	pho	1772,98268785845	
014	25	Fisch.bmp	Tisch	0	aIFG	3	pho	1347,91775624717	
015	25	Fisch.bmp	NA	1	aIFG	1	pho	2250	
016	25	Fisch.bmp	Tisch	0	vertex	1	pho	3529,9177385184	
017	25	Fisch.bmp	Tisch	0	pIFG	3	pho	1111,77057201868	
018	25	Fisch.bmp	Tisch	0	vertex	2	pho	2264,1688310537	
019	25	Fisch.bmp	Tisch	0	pIFG	2	pho	2065,80519630177	
020	25	Fisch.bmp	Tisch	0	aIFG	3	pho	1229,84416413293	
021	25	Fisch.bmp	NA	1	vertex	1	pho	2250	
022	25	Fisch.bmp	Tisch	0	aIFG	1	pho	2637,28138213472	
023	25	Fisch.bmp	Tisch	0	vertex	2	pho	998,419923589011	
024	25	Fisch.bmp	Tisch	0	pIFG	3	pho	1442,37662993857	
103	25	Fisch.bmp	Tisch	0	pIFG	2	pho	1291,24243203233	
001	36	Flasche.bmp	Tasche	0	pIFG	3	pho	2009,12987208694	
002	36	Flasche.bmp	Tasche	0	vertex	2	pho	1352,64069993174	
003	36	Flasche.bmp	NA	1	aIFG	1	pho	2198,04761946973	
004	36	Flasche.bmp	Asche	0	aIFG	2	pho	1527,38961626082	
005	36	Flasche.bmp	Lasche	0	pIFG	1	pho	1380,97836203916	
006	36	Flasche.bmp	Tasche	0	pIFG	3	pho	1107,04762833411	
007	36	Flasche.bmp	Tasche	0	aIFG	1	pho	1073,98702254212	
008	36	Flasche.bmp	Tasche	0	vertex	2	pho	1395,14719309287	
009	36	Flasche.bmp	Tasche	0	vertex	3	pho	1123,33333333333	
010	36	Flasche.bmp	Asche	0	pIFG	1	pho	2323,33333333333	
011	36	Flasche.bmp	Tasche	0	aIFG	2	pho	1291,24243203233	
012	36	Flasche.bmp	Tasche	0	vertex	3	pho	1125,93940307239	
013	36	Flasche.bmp	Tasche	0	aIFG	1	pho	3109,57575059169	
014	36	Flasche.bmp	Masche	0	vertex	2	pho	2731,74025582611	
015	36	Flasche.bmp	Lasche	0	vertex	3	pho	3156,80518743739	
016	36	Flasche.bmp	dieAsche	1	aIFG	2	pho	3109,57575059169	
017	36	Flasche.bmp	Lasche	0	aIFG	2	pho	1513,22078520711	
018	36	Flasche.bmp	Tasche	0	pIFG	1	pho	2254,72294368457	
019	36	Flasche.bmp	Tasche	0	aIFG	1	pho	2278,33766210741	
020	36	Flasche.bmp	Asche	0	vertex	2	pho	1763,53680048931	
021	36	Flasche.bmp	Lasche	0	pIFG	3	pho	1736,66666666666	
022	36	Flasche.bmp	Tasche	0	vertex	3	pho	1475,43723573055	
023	36	Flasche.bmp	NA	1	pIFG	1	pho	2250	
024	36	Flasche.bmp	Asche	0	aIFG	2	pho	1656,66666666666	
103	36	Flasche.bmp	Lasche	0	aIFG	1	pho	2923,33333333333	
001	17	Fluegel.bmp	Zuegel	0	aIFG	2	pho	1806,04329365044	
002	2	Fluegel.bmp	Pruegel	0	pIFG	1	pho	1876,88744891898	
003	17	Fluegel.bmp	Pruegel	0	vertex	3	pho	2372,79653579881	
004	17	Fluegel.bmp	Pruegel	0	vertex	1	pho	1829,65801207329	
005	17	Fluegel.bmp	Buegel	0	aIFG	3	pho	2571,16017055074	
006	17	Fluegel.bmp	Huegel	0	aIFG	2	pho	1362,08658730088	
007	17	Fluegel.bmp	Buegel	0	vertex	3	pho	3376,66666666666	
008	17	Fluegel.bmp	Buegel	0	pIFG	1	pho	1385,70130572373	
009	17	Fluegel.bmp	NA	1	pIFG	2	pho	2250	
010	17	Fluegel.bmp	Huegel	0	aIFG	3	pho	1584,06494047566	
011	17	Fluegel.bmp	Huegel	0	vertex	1	pho	1687,96970153619	
012	17	Fluegel.bmp	Zuegel	0	pIFG	2	pho	1489,60606678426	
013	17	Fluegel.bmp	NA	1	vertex	3	pho	2250	
014	17	Fluegel.bmp	NA	1	pIFG	1	pho	2250	
015	17	Fluegel.bmp	Buegel	0	pIFG	2	pho	2243,33333333333	
016	17	Fluegel.bmp	Buegel	0	pIFG	3	pho	3750	
017	17	Fluegel.bmp	Buegel	0	vertex	1	pho	1536,83550362996	
018	17	Fluegel.bmp	NA	1	aIFG	3	pho	2250	
019	17	Fluegel.bmp	Buegel	0	vertex	3	pho	1645,46320837507	
020	17	Fluegel.bmp	Huegel	0	pIFG	1	pho	1324,30303782432	
021	17	Fluegel.bmp	Huegel	0	aIFG	2	pho	2483,33333333333	
022	17	Fluegel.bmp	Huegel	0	pIFG	2	pho	1489,60606678426	
023	17	Fluegel.bmp	Huegel	0	aIFG	3	pho	1234,5671078175	
024	17	Fluegel.bmp	Kluegel	1	vertex	1	pho	1673,80087048248	
103	17	Fluegel.bmp	NA	1	vertex	3	pho	2250	
001	6	Fluss.bmp	Kuss	0	pIFG	3	pho	1687,96970153619	
002	6	Fluss.bmp	Bus	0	vertex	2	pho	1319,58009413975	
003	6	Fluss.bmp	NA	1	aIFG	1	pho	2250	
004	6	Fluss.bmp	muss	0	aIFG	2	pho	1716,30736364361	
005	6	Fluss.bmp	Schuss	0	pIFG	1	pho	1395,14719309287	
006	6	Fluss.bmp	Kuss	0	pIFG	3	pho	1895,77922365726	
007	6	Fluss.bmp	Kuss	0	aIFG	1	pho	1163,72295254895	
008	6	Fluss.bmp	Bus	0	vertex	2	pho	1418,76191151572	
009	6	Fluss.bmp	Nuss	0	vertex	3	pho	1376,66666666666	
010	6	Fluss.bmp	NA	1	pIFG	1	pho	2250	
011	6	Fluss.bmp	Kuss	0	aIFG	2	pho	1385,70130572373	
