noun	adj	Meaningful	Subject	order	condition	resp_resp	accuracy	RTs	NA_ID	TMS_Timing	DistSim	surprisal	noun_comp	adj_comp
torre	moderna	0	10	26	cz	1	0	1412,991875	torremoderna	noun	0,107438	NA	NA	NA
uniforme	militare	1	10	69	cedx	1	1	764,457913	uniformemilitare	noun	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	10	44	cz	1	1	717,290955	uovafresche	noun	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	10	50	cedx	0	1	962,684154	uovastantie	noun	0,135536	NA	NA	NA
uva	bianca	1	10	56	cz	1	1	1047,062546	uvabianca	noun	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	10	37	cz	0	1	738,681453	uvamarrone	noun	0,16491	NA	NA	NA
vedova	bianca	0	10	48	cz	0	1	746,349047	vedovabianca	noun	0,191579	NA	NA	NA
vedova	nera	1	10	69	cz	1	1	471,695844	vedovanera	noun	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	10	50	cz	0	1	1167,355069	zuccheroamaro	noun	0,324915	NA	NA	NA
zucchero	dolce	1	10	61	cz	1	1	716,295577	zuccherodolce	noun	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	11	23	cedx	1	1	553,338972	albicoccasecca	noun	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	11	16	cedx	0	1	308,109061	albicoccaviola	noun	0,472329	NA	NA	NA
alghe	fossili	0	11	22	cz	0	1	455,44734	alghefossili	noun	0,291178	NA	NA	NA
alghe	marine	1	11	30	cz	1	1	390,694977	alghemarine	noun	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	11	64	cz	0	1	591,14671	animaleadolescente	noun	0,135533	NA	NA	NA
animale	adulto	1	11	6	cedx	0	0	379,993756	animaleadulto	noun	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	11	19	cedx	0	1	367,003628	aranciasalata	noun	0,123622	NA	NA	NA
arma	bianca	1	11	29	cedx	1	1	488,586678	armabianca	noun	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	11	53	cedx	1	0	161,442236	armanera	noun	0,00719	NA	NA	NA
arma	perdente	0	11	36	cz	0	1	394,626063	armaperdente	noun	0,122469	NA	NA	NA
arma	vincente	1	11	3	cedx	1	1	333,096665	armavincente	noun	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	11	42	cedx	0	1	715,784408	automobileagonistica	noun	0,173177	NA	NA	NA
automobile	sportiva	1	11	10	cedx	1	1	449,132851	automobilesportiva	noun	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	11	61	cedx	1	0	426,585502	avvocatoattaccante	noun	0,240921	NA	NA	NA
avvocato	difensore	1	11	45	cedx	1	1	226,595838	avvocatodifensore	noun	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	11	65	cz	1	0	854,381493	baciodistaccato	noun	0,016741	NA	NA	NA
bacio	passionale	1	11	1	cedx	0	0	332,518518	baciopassionale	noun	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	11	39	cedx	0	1	326,790975	bananarosa	noun	0,185339	NA	NA	NA
bandiera	bianca	1	11	24	cz	1	1	320,881355	bandierabianca	noun	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	11	12	cedx	1	1	248,491917	barbalunga	noun	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	11	19	cz	0	1	405,882312	bisteccabassa	noun	0,059595	NA	NA	NA
bottiglia	ocra	0	11	4	cedx	0	1	445,390964	bottigliaocra	noun	0,146795	NA	NA	NA
bottiglia	verde	1	11	11	cedx	1	1	253,735181	bottigliaverde	noun	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	11	34	cz	1	1	483,35375	braccioarmato	noun	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	11	49	cedx	1	0	260,891817	bracciocalmo	noun	0,177834	NA	NA	NA
braccio	inerme	0	11	54	cz	1	0	531,513014	braccioinerme	noun	0,273296	NA	NA	NA
brezza	diurna	0	11	40	cz	1	0	530,14175	brezzadiurna	noun	0,31246	NA	NA	NA
brezza	notturna	1	11	43	cedx	1	1	276,576003	brezzanotturna	noun	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	11	28	cedx	1	1	235,718995	canefedele	noun	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	11	9	cedx	0	1	336,056887	caneinfido	noun	0,206082	NA	NA	NA
carota	grassa	0	11	5	cz	0	1	505,398871	carotagrassa	noun	0,178164	NA	NA	NA
casco	beige	0	11	27	cz	0	1	230,572531	cascobeige	noun	0,2154	NA	NA	NA
cavallo	pazzo	1	11	24	cedx	1	1	424,839749	cavallopazzo	noun	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	11	53	cz	0	1	388,192564	cavallorazionale	noun	0,096536	NA	NA	NA
caverna	buia	1	11	46	cedx	1	1	208,135601	cavernabuia	noun	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	11	17	cedx	0	1	310,923176	ceneregialla	noun	0,177565	NA	NA	NA
cuore	affollato	0	11	14	cedx	0	1	508,582865	cuoreaffollato	noun	0,05298	NA	NA	NA
cuore	aperto	1	11	1	cz	1	1	604,396508	cuoreaperto	noun	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	11	39	cz	0	1	446,845549	cuorelogico	noun	0,050038	NA	NA	NA
cuore	matto	1	11	21	cedx	1	1	513,820681	cuorematto	noun	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	11	2	cz	1	1	509,237417	cuoresolitario	noun	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	11	14	cz	0	1	479,659286	denarodifficile	noun	0,046268	NA	NA	NA
denaro	facile	1	11	57	cedx	1	1	472,751774	denarofacile	noun	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	11	31	cedx	0	0	337,511541	denarosporco	noun	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	11	31	cz	1	1	509,637328	elefanteafricano	noun	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	11	59	cz	1	0	495,166285	elefanteeuropeo	noun	0,121022	NA	NA	NA
erba	rossa	0	11	8	cz	0	1	274,78674	erbarossa	noun	0,158657	NA	NA	NA
erba	secca	1	11	43	cz	1	1	538,538278	erbasecca	noun	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	11	58	cedx	1	1	275,729946	famigliasemplice	noun	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	11	44	cedx	1	1	255,882172	feritaaperta	noun	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	11	32	cz	1	0	393,854456	feritaotturata	noun	0,308061	NA	NA	NA
ferro	caldo	1	11	58	cz	1	1	833,952779	ferrocaldo	noun	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	11	32	cedx	0	1	418,152377	fiammapigra	noun	0,045414	NA	NA	NA
fiamma	viva	1	11	60	cedx	1	1	388,643948	fiammaviva	noun	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	11	37	cz	0	1	426,105692	follarinsavita	noun	0,160667	NA	NA	NA
formaggio	fiacco	0	11	36	cedx	0	1	318,602853	formaggiofiacco	noun	0,076118	NA	NA	NA
formaggio	fresco	1	11	48	cedx	1	1	306,915683	formaggiofresco	noun	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	11	51	cz	1	1	357,342623	fragolafresca	noun	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	11	66	cz	0	1	417,801215	fragolarancida	noun	0,336059	NA	NA	NA
fumo	nero	1	11	46	cz	1	1	488,812405	fumonero	noun	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	11	13	cedx	0	1	373,80547	fumopulito	noun	0,158131	NA	NA	NA
gallina	giovane	0	11	5	cedx	0	1	330,697198	gallinagiovane	noun	0,173204	NA	NA	NA
gallina	vecchia	1	11	55	cedx	0	0	359,335404	gallinavecchia	noun	0,236694	2,002513173	0,874646	0,678011
ghiaccio	snello	0	11	37	cedx	0	1	383,917719	ghiacciosnello	noun	0,039913	NA	NA	NA
gufo	muto	0	11	26	cedx	1	0	472,336568	gufomuto	noun	0,184299	NA	NA	NA
gufo	parlante	1	11	70	cz	1	1	496,855187	gufoparlante	noun	0,276014	3,04453976	0,775149	0,821188
inverno	lento	0	11	25	cz	1	0	261,201424	invernolento	noun	0,128872	NA	NA	NA
inverno	lungo	1	11	6	cz	1	1	254,235385	invernolungo	noun	0,13534	2,869845258	0,818146	0,680448
investigatore	pubblico	0	11	8	cedx	0	1	393,445606	investigatorepubblico	noun	0,26436	NA	NA	NA
lago	maggiore	1	11	20	cz	1	1	429,990753	lagomaggiore	noun	0,077047	1,293199897	0,843189	0,600984
latte	diviso	0	11	38	cedx	0	1	334,047134	lattediviso	noun	0,060378	NA	NA	NA
latte	materno	1	11	28	cz	0	0	412,621646	lattematerno	noun	0,39702	1,646809708	0,836518	0,835019
latte	paterno	0	11	56	cedx	1	0	486,778068	lattepaterno	noun	0,030377	NA	NA	NA
letto	caldo	1	11	41	cz	1	1	364,532853	lettocaldo	noun	0,178368	3,240072488	0,754475	0,780378
letto	temperato	0	11	61	cz	0	1	459,464681	lettotemperato	noun	0,036329	NA	NA	NA
limone	blu	0	11	42	cz	0	1	237,972354	limoneblu	noun	0,262335	NA	NA	NA
limone	giallo	1	11	33	cz	1	1	337,129509	limonegiallo	noun	0,276293	3,244636915	0,83999	0,753563
limone	rosso	0	11	35	cz	0	1	335,973147	limonerosso	noun	0,301269	NA	NA	NA
mela	gialla	1	11	20	cedx	0	0	295,201415	melagialla	noun	0,251848	3,066270004	0,788762	0,793533
mela	nera	0	11	15	cedx	0	1	206,72341	melanera	noun	0,114461	NA	NA	NA
mela	rossa	1	11	50	cz	1	1	255,051201	melarossa	noun	0,195855	2,63490624	0,764355	0,782011
melanzana	gialla	0	11	22	cedx	0	1	235,836259	melanzanagialla	noun	0,352686	NA	NA	NA
melanzana	viola	1	11	57	cz	1	1	319,901342	melanzanaviola	noun	0,211252	2,720737977	0,777986	0,778453
notte	opaca	0	11	67	cz	0	1	535,320481	notteopaca	noun	0,067427	NA	NA	NA
notte	superficiale	0	11	65	cedx	0	1	510,283709	nottesuperficiale	noun	-0,01228	NA	NA	NA
oca	bianca	1	11	51	cedx	1	1	267,128783	ocabianca	noun	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	11	7	cedx	1	1	402,705861	orsoaffamato	noun	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	11	7	cz	1	1	420,387996	orsopolare	noun	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	11	15	cz	0	1	332,135439	orsosazio	noun	0,105814	NA	NA	NA
orso	tropicale	0	11	54	cedx	1	0	368,668783	orsotropicale	noun	0,186279	NA	NA	NA
pecora	nera	1	11	52	cedx	1	1	286,395478	pecoranera	noun	0,269043	1,492089765	0,832878	0,757129
pelle	sensibile	1	11	41	cedx	1	1	406,929093	pellesensibile	noun	0,235845	2,607198634	0,820895	0,748574
peperone	cremisi	0	11	4	cz	0	1	683,704633	peperonecremisi	noun	0,22132	NA	NA	NA
peperone	giallo	1	11	68	cedx	0	0	377,280423	peperonegiallo	noun	0,407756	1,35019202	0,892293	0,776059
peperone	ocra	0	11	69	cz	0	1	343,637739	peperoneocra	noun	0,30173	NA	NA	NA
peperone	rosso	1	11	62	cz	1	1	232,325337	peperonerosso	noun	0,411046	1,187366743	0,899929	0,76741
pera	corta	0	11	18	cz	0	1	430,467071	peracorta	noun	0,156699	NA	NA	NA
persona	aperta	1	11	60	cz	1	1	253,987029	personaaperta	noun	0,016258	4,336303373	0,666357	0,756368
pianeta	blu	0	11	17	cz	0	1	323,150358	pianetablu	noun	0,108379	NA	NA	NA
pianeta	rosso	1	11	47	cedx	1	1	238,187954	pianetarosso	noun	0,133895	1,730210105	0,78321	0,721027
piccione	verde	0	11	63	cedx	1	0	234,811827	piccioneverde	noun	0,178005	NA	NA	NA
poltrona	piena	0	11	63	cz	1	0	349,759467	poltronapiena	noun	0,027325	NA	NA	NA
poltrona	vuota	1	11	23	cz	1	1	692,803205	poltronavuota	noun	0,234839	2,665926433	0,814744	0,754939
pomodoro	fresco	1	11	48	cz	1	1	576,864657	pomodorofresco	noun	0,365177	1,562698501	0,876171	0,76867
pomodoro	rancido	0	11	59	cedx	1	0	615,131742	pomodororancido	noun	0,329137	NA	NA	NA
principe	azzurro	1	11	2	cedx	1	1	223,185209	principeazzurro	noun	0,294223	1,560258144	0,797356	0,811396
quercia	stretta	0	11	67	cedx	1	0	379,821528	querciastretta	noun	0,032943	NA	NA	NA
romanzo	giallo	1	11	11	cz	1	1	485,918322	romanzogiallo	noun	0,398377	2,184394274	0,854339	0,817044
sale	grosso	1	11	12	cz	1	1	370,700466	salegrosso	noun	0,16393	2,21808096	0,817716	0,701884
sale	sottile	0	11	40	cedx	0	1	759,515106	salesottile	noun	0,188835	NA	NA	NA
scatola	fatata	0	11	27	cedx	1	0	539,073332	scatolafatata	noun	0,198285	NA	NA	NA
scatola	magica	1	11	47	cz	1	1	284,354157	scatolamagica	noun	0,162758	2,136244802	0,773997	0,750721
scuola	materna	1	11	45	cz	1	1	317,539659	scuolamaterna	noun	0,659003	1,757710446	0,886511	0,932234
scuola	paterna	0	11	13	cz	0	1	531,989052	scuolapaterna	noun	0,281539	NA	NA	NA
sedia	analogica	0	11	56	cz	0	1	410,311157	sediaanalogica	noun	-0,00834	NA	NA	NA
sedia	elettrica	1	11	50	cedx	1	1	56,326293	sediaelettrica	noun	0,279832	1,551468936	0,822373	0,776345
segretaria	privata	1	11	30	cedx	1	1	396,112495	segretariaprivata	noun	0,106352	2,855559534	0,779861	0,705343
soldato	complesso	0	11	64	cedx	0	1	742,739231	soldatocomplesso	noun	0,050858	NA	NA	NA
soldato	semplice	1	11	68	cz	1	1	625,304543	soldatosemplice	noun	0,088631	2,23207629	0,836071	0,620564
sole	caldo	1	11	3	cz	1	1	378,624308	solecaldo	noun	0,407712	2,804121005	0,81229	0,863756
sole	freddo	0	11	38	cz	0	1	376,182518	solefreddo	noun	0,375852	NA	NA	NA
sorriso	depresso	0	11	26	cz	1	0	481,725191	sorrisodepresso	noun	0,156377	NA	NA	NA
sorriso	diabolico	1	11	70	cedx	0	0	396,112634	sorrisodiabolico	noun	0,163101	3,379231329	0,769189	0,75592
sorriso	divertito	1	11	34	cedx	1	1	308,449817	sorrisodivertito	noun	0,38173	2,536962579	0,860325	0,799556
specchio	muto	0	11	25	cedx	0	1	302,260623	specchiomuto	noun	0,23194	NA	NA	NA
stazione	centrale	1	11	62	cedx	1	1	238,573408	stazionecentrale	noun	0,312104	1,458213196	0,866898	0,744147
stazione	laterale	0	11	9	cz	0	1	440,446831	stazionelaterale	noun	0,19907	NA	NA	NA
stella	rossa	1	11	44	cz	1	1	372,869597	stellarossa	noun	0,332912	2,256070108	0,818599	0,814124
stella	verde	0	11	18	cedx	0	1	200,942159	stellaverde	noun	0,086498	NA	NA	NA
torre	medievale	1	11	55	cz	1	1	478,321058	torremedievale	noun	0,245661	2,45470966	0,806321	0,771434
torre	moderna	0	11	49	cz	0	1	409,175119	torremoderna	noun	0,107438	NA	NA	NA
uniforme	militare	1	11	33	cedx	1	1	456,28341	uniformemilitare	noun	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	11	29	cz	1	1	524,718924	uovafresche	noun	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	11	16	cz	0	1	327,398803	uovastantie	noun	0,135536	NA	NA	NA
uva	bianca	1	11	52	cz	0	0	662,736535	uvabianca	noun	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	11	66	cedx	0	1	415,00023	uvamarrone	noun	0,16491	NA	NA	NA
vedova	bianca	0	11	69	cedx	0	1	398,576705	vedovabianca	noun	0,191579	NA	NA	NA
vedova	nera	1	11	10	cz	1	1	231,219191	vedovanera	noun	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	11	35	cedx	0	1	341,74504	zuccheroamaro	noun	0,324915	NA	NA	NA
zucchero	dolce	1	11	21	cz	1	1	765,417392	zuccherodolce	noun	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	12	51	cz	1	1	535,692246	albicoccasecca	noun	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	12	22	cz	0	1	403,037607	albicoccaviola	noun	0,472329	NA	NA	NA
alghe	fossili	0	12	34	cz	1	0	926,805432	alghefossili	noun	0,291178	NA	NA	NA
alghe	marine	1	12	62	cz	1	1	514,110592	alghemarine	noun	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	12	23	cz	0	1	825,71067	animaleadolescente	noun	0,135533	NA	NA	NA
animale	adulto	1	12	38	cz	1	1	579,289407	animaleadulto	noun	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	12	25	cz	0	1	506,579537	aranciasalata	noun	0,123622	NA	NA	NA
arma	bianca	1	12	31	cz	1	1	515,885259	armabianca	noun	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	12	59	cz	0	1	515,069094	armanera	noun	0,00719	NA	NA	NA
arma	perdente	0	12	26	cedx	0	1	761,085976	armaperdente	noun	0,122469	NA	NA	NA
arma	vincente	1	12	36	cz	1	1	593,656386	armavincente	noun	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	12	6	cz	0	1	918,918326	automobileagonistica	noun	0,173177	NA	NA	NA
automobile	sportiva	1	12	46	cedx	1	1	452,889543	automobilesportiva	noun	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	12	59	cedx	0	1	777,468924	avvocatoattaccante	noun	0,240921	NA	NA	NA
avvocato	difensore	1	12	30	cz	1	1	463,752097	avvocatodifensore	noun	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	12	4	cedx	1	0	703,500096	baciodistaccato	noun	0,016741	NA	NA	NA
bacio	passionale	1	12	44	cz	1	1	652,426496	baciopassionale	noun	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	12	20	cedx	0	1	587,7893	bananarosa	noun	0,185339	NA	NA	NA
bandiera	bianca	1	12	14	cz	1	1	736,344982	bandierabianca	noun	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	12	33	cedx	1	1	429,045032	barbalunga	noun	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	12	60	cedx	0	1	727,433654	bisteccabassa	noun	0,059595	NA	NA	NA
bottiglia	ocra	0	12	27	cz	0	1	447,385562	bottigliaocra	noun	0,146795	NA	NA	NA
bottiglia	verde	1	12	63	cedx	1	1	647,207885	bottigliaverde	noun	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	12	16	cz	1	1	493,80431	braccioarmato	noun	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	12	4	cz	0	1	708,236731	bracciocalmo	noun	0,177834	NA	NA	NA
braccio	inerme	0	12	50	cedx	1	0	1049,889162	braccioinerme	noun	0,273296	NA	NA	NA
brezza	diurna	0	12	25	cedx	1	0	1045,572692	brezzadiurna	noun	0,31246	NA	NA	NA
brezza	notturna	1	12	12	cz	1	1	628,137445	brezzanotturna	noun	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	12	49	cedx	1	1	404,430242	canefedele	noun	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	12	27	cedx	0	1	815,03997	caneinfido	noun	0,206082	NA	NA	NA
carota	grassa	0	12	69	cedx	0	1	652,269283	carotagrassa	noun	0,178164	NA	NA	NA
casco	beige	0	12	21	cz	1	0	628,925883	cascobeige	noun	0,2154	NA	NA	NA
cavallo	pazzo	1	12	54	cedx	1	1	444,861149	cavallopazzo	noun	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	12	45	cedx	0	1	590,829491	cavallorazionale	noun	0,096536	NA	NA	NA
caverna	buia	1	12	62	cedx	1	1	419,600815	cavernabuia	noun	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	12	55	cz	0	1	559,907963	ceneregialla	noun	0,177565	NA	NA	NA
cuore	affollato	0	12	40	cedx	0	1	485,059693	cuoreaffollato	noun	0,05298	NA	NA	NA
cuore	aperto	1	12	9	cz	1	1	714,390027	cuoreaperto	noun	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	12	45	cz	0	1	617,111253	cuorelogico	noun	0,050038	NA	NA	NA
cuore	matto	1	12	68	cedx	1	1	533,740671	cuorematto	noun	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	12	36	cedx	1	1	771,326593	cuoresolitario	noun	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	12	29	cedx	0	1	577,197172	denarodifficile	noun	0,046268	NA	NA	NA
denaro	facile	1	12	37	cedx	1	1	352,47741	denarofacile	noun	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	12	56	cedx	1	1	531,612677	denarosporco	noun	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	12	5	cedx	1	1	505,050502	elefanteafricano	noun	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	12	41	cz	0	1	867,937056	elefanteeuropeo	noun	0,121022	NA	NA	NA
erba	rossa	0	12	69	cz	0	1	667,904161	erbarossa	noun	0,158657	NA	NA	NA
erba	secca	1	12	18	cz	1	1	499,991689	erbasecca	noun	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	12	57	cedx	1	1	578,414715	famigliasemplice	noun	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	12	39	cz	1	1	339,239345	feritaaperta	noun	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	12	47	cz	0	1	595,382164	feritaotturata	noun	0,308061	NA	NA	NA
ferro	caldo	1	12	56	cz	1	1	544,135707	ferrocaldo	noun	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	12	23	cedx	0	1	444,729218	fiammapigra	noun	0,045414	NA	NA	NA
fiamma	viva	1	12	7	cedx	1	1	404,578445	fiammaviva	noun	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	12	29	cz	0	1	700,265257	follarinsavita	noun	0,160667	NA	NA	NA
formaggio	fiacco	0	12	65	cz	1	0	889,704907	formaggiofiacco	noun	0,076118	NA	NA	NA
formaggio	fresco	1	12	44	cedx	1	1	317,97519	formaggiofresco	noun	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	12	16	cedx	1	1	448,027403	fragolafresca	noun	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	12	60	cz	1	0	972,593863	fragolarancida	noun	0,336059	NA	NA	NA
fumo	nero	1	12	31	cedx	1	1	538,87191	fumonero	noun	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	12	15	cz	0	1	1081,772893	fumopulito	noun	0,158131	NA	NA	NA
gallina	giovane	0	12	24	cedx	1	0	608,123379	gallinagiovane	noun	0,173204	NA	NA	NA
gallina	vecchia	1	12	67	cz	1	1	449,062032	gallinavecchia	noun	0,236694	2,002513173	0,874646	0,678011
ghiaccio	snello	0	12	64	cz	0	1	720,209691	ghiacciosnello	noun	0,039913	NA	NA	NA
gufo	muto	0	12	17	cedx	0	1	739,453827	gufomuto	noun	0,184299	NA	NA	NA
gufo	parlante	1	12	58	cedx	0	0	1295,92958	gufoparlante	noun	0,276014	3,04453976	0,775149	0,821188
inverno	lento	0	12	13	cedx	0	1	546,463028	invernolento	noun	0,128872	NA	NA	NA
inverno	lungo	1	12	18	cedx	1	1	579,580855	invernolungo	noun	0,13534	2,869845258	0,818146	0,680448
investigatore	pubblico	0	12	47	cedx	0	1	567,527996	investigatorepubblico	noun	0,26436	NA	NA	NA
lago	maggiore	1	12	39	cedx	1	1	433,643801	lagomaggiore	noun	0,077047	1,293199897	0,843189	0,600984
latte	diviso	0	12	53	cedx	0	1	450,237949	lattediviso	noun	0,060378	NA	NA	NA
latte	materno	1	12	7	cz	1	1	777,669648	lattematerno	noun	0,39702	1,646809708	0,836518	0,835019
latte	paterno	0	12	53	cz	0	1	787,894132	lattepaterno	noun	0,030377	NA	NA	NA
letto	caldo	1	12	42	cedx	1	1	524,539781	lettocaldo	noun	0,178368	3,240072488	0,754475	0,780378
letto	temperato	0	12	55	cedx	0	1	815,582358	lettotemperato	noun	0,036329	NA	NA	NA
limone	blu	0	12	19	cz	0	1	326,739572	limoneblu	noun	0,262335	NA	NA	NA
limone	giallo	1	12	3	cz	1	1	247,332063	limonegiallo	noun	0,276293	3,244636915	0,83999	0,753563
limone	rosso	0	12	50	cz	0	1	410,223506	limonerosso	noun	0,301269	NA	NA	NA
mela	gialla	1	12	33	cz	1	1	742,055834	melagialla	noun	0,251848	3,066270004	0,788762	0,793533
mela	nera	0	12	40	cz	0	1	355,931759	melanera	noun	0,114461	NA	NA	NA
mela	rossa	1	12	2	cz	1	1	449,984006	melarossa	noun	0,195855	2,63490624	0,764355	0,782011
melanzana	gialla	0	12	10	cedx	0	1	1384,833617	melanzanagialla	noun	0,352686	NA	NA	NA
melanzana	viola	1	12	68	cz	1	1	389,205681	melanzanaviola	noun	0,211252	2,720737977	0,777986	0,778453
notte	opaca	0	12	11	cedx	0	1	510,887068	notteopaca	noun	0,067427	NA	NA	NA
notte	superficiale	0	12	41	cedx	0	1	583,082207	nottesuperficiale	noun	-0,01228	NA	NA	NA
oca	bianca	1	12	67	cedx	1	1	610,769176	ocabianca	noun	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	12	54	cz	1	1	818,663685	orsoaffamato	noun	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	12	30	cedx	1	1	655,339086	orsopolare	noun	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	12	64	cedx	1	0	745,943199	orsosazio	noun	0,105814	NA	NA	NA
orso	tropicale	0	12	8	cedx	0	1	689,895015	orsotropicale	noun	0,186279	NA	NA	NA
pecora	nera	1	12	9	cedx	1	1	428,81274	pecoranera	noun	0,269043	1,492089765	0,832878	0,757129
pelle	sensibile	1	12	51	cedx	1	1	516,576199	pellesensibile	noun	0,235845	2,607198634	0,820895	0,748574
peperone	cremisi	0	12	17	cz	0	1	705,274413	peperonecremisi	noun	0,22132	NA	NA	NA
peperone	giallo	1	12	49	cz	1	1	508,045715	peperonegiallo	noun	0,407756	1,35019202	0,892293	0,776059
peperone	ocra	0	12	66	cedx	0	1	656,659296	peperoneocra	noun	0,30173	NA	NA	NA
peperone	rosso	1	12	3	cedx	1	1	259,540389	peperonerosso	noun	0,411046	1,187366743	0,899929	0,76741
pera	corta	0	12	13	cz	0	1	810,091436	peracorta	noun	0,156699	NA	NA	NA
persona	aperta	1	12	32	cz	1	1	566,080466	personaaperta	noun	0,016258	4,336303373	0,666357	0,756368
pianeta	blu	0	12	10	cz	1	0	620,707101	pianetablu	noun	0,108379	NA	NA	NA
pianeta	rosso	1	12	52	cz	1	1	664,596199	pianetarosso	noun	0,133895	1,730210105	0,78321	0,721027
piccione	verde	0	12	66	cz	0	1	636,450373	piccioneverde	noun	0,178005	NA	NA	NA
poltrona	piena	0	12	6	cedx	0	1	890,362672	poltronapiena	noun	0,027325	NA	NA	NA
poltrona	vuota	1	12	61	cz	1	1	475,262289	poltronavuota	noun	0,234839	2,665926433	0,814744	0,754939
pomodoro	fresco	1	12	58	cz	1	1	463,760408	pomodorofresco	noun	0,365177	1,562698501	0,876171	0,76867
pomodoro	rancido	0	12	11	cz	0	1	747,32906	pomodororancido	noun	0,329137	NA	NA	NA
principe	azzurro	1	12	63	cz	1	1	435,309376	principeazzurro	noun	0,294223	1,560258144	0,797356	0,811396
quercia	stretta	0	12	8	cz	0	1	569,662066	querciastretta	noun	0,032943	NA	NA	NA
romanzo	giallo	1	12	61	cedx	1	1	390,813148	romanzogiallo	noun	0,398377	2,184394274	0,854339	0,817044
