sbj	session	stimulation	list	picturenr	picture	distractor	condition	response	accuracy	errorType	logfile	rt
14	1	Vertex	1	109	Topf.png	Gabel	r	Topf	1	NA	logfiles-109-20180423145824	0.722500809847748
14	1	Vertex	1	110	Klavier.png	Klavier	t	Klavier	1	NA	logfiles-110-20180423145830	0.585850340136054
14	1	Vertex	1	111	Bein.png	Nase	r	Bein	1	NA	logfiles-111-20180423145836	0.785809891524177
14	1	Vertex	1	112	Zug.png	Tomate	u	Zug	1	NA	logfiles-112-20180423145842	0.791808938629215
14	1	Vertex	1	113	Arm.png	Ohr	r	Arm	1	NA	logfiles-113-20180423145848	0.757493965328066
14	1	Vertex	1	114	Gabel.png	Pfanne	r	Gabel	1	NA	logfiles-114-20180423145854	0.740669806384092
14	1	Vertex	1	115	Trompete.png	Harfe	r	Trompete	10	10	logfiles-115-20180423145900	0.620741443864367
14	1	Vertex	1	116	Gurke.png	Arm	u	Gurke	1	NA	logfiles-116-20180423145906	0.728584386135406
14	1	Vertex	1	117	Ball.png	Klavier	u	Ball	1	NA	logfiles-117-20180423145912	0.706284418529316
14	1	Vertex	1	118	Drucker.png	Drucker	t	Drucker	1	NA	logfiles-118-20180423145919	0.654930713025951
14	1	Vertex	1	119	Kiwi.png	Trompete	u	Kiwi	1	NA	logfiles-119-20180423145925	0.6094610151753
14	1	Vertex	1	120	Lineal.png	Heft	r	Lineal	1	NA	logfiles-120-20180423145931	0.633071771344196
14	1	Vertex	1	121	Mund.png	Mund	t	Mund	1	NA	logfiles-121-20180423145937	0.598086167800453
14	1	Vertex	1	122	Kommode.png	Ohr	u	Kommode	1	NA	logfiles-122-20180423145943	0.745539358600583
14	1	Vertex	1	123	Spitzer.png	Spitzer	t	Spitzer	1	NA	logfiles-123-20180423145949	0.722979242979243
14	1	Vertex	1	124	Kaninchen.png	Schaf	r	Kaninchen	1	NA	logfiles-124-20180423145955	0.694890400604686
14	1	Vertex	1	125	Roller.png	Roller	t	Roller	1	NA	logfiles-125-20180423150001	0.643333333333333
14	1	Vertex	1	126	Fernseher.png	Roller	u	Fernseher	1	NA	logfiles-126-20180423150007	0.985543345543345
14	1	Vertex	1	127	Erbse.png	Erbse	t	Erbse	1	NA	logfiles-127-20180423150013	0.894879974978497
14	1	Vertex	1	128	Pfanne.png	Pfanne	t	Pfanne	1	NA	logfiles-128-20180423150019	0.615268329554043
14	1	Vertex	1	129	Kirche.png	Wolf	u	Kirche	1	NA	logfiles-129-20180423150025	0.672173290368779
14	1	Vertex	1	130	Bein.png	Kommode	u	Bein	1	NA	logfiles-130-20180423150031	0.803538978809914
14	1	Vertex	1	131	Fabrik.png	Muehle	r	Fabrik	1	NA	logfiles-131-20180423150037	0.945618247298919
14	1	Vertex	1	132	Tisch.png	Stuhl	r	Tisch	1	NA	logfiles-132-20180423150043	1.03084202569916
14	1	Vertex	1	133	Wolf.png	Schlaeger	u	Wolf	1	NA	logfiles-133-20180423150049	0.689168312486284
14	1	Vertex	1	134	Schaf.png	Wolf	r	Schaf	1	NA	logfiles-134-20180423150055	0.631677164693037
14	1	Vertex	1	135	Apfel.png	Banane	r	Apfel	1	NA	logfiles-135-20180423150101	0.706218190980095
14	1	Vertex	1	136	Fernseher.png	Telefon	r	Fernseher	1	NA	logfiles-136-20180423150107	0.729401709401709
14	1	Vertex	1	137	Zug.png	Zug	t	Zug	1	NA	logfiles-137-20180423150113	0.592206025267249
14	1	Vertex	1	138	Fahrrad.png	Auto	r	Fahrrad	1	NA	logfiles-138-20180423150120	0.632535612535612
14	1	Vertex	1	139	Ball.png	Ball	t	Ball	1	NA	logfiles-139-20180423150126	0.667045570916538
14	1	Vertex	1	140	Erbse.png	Gurke	r	Erbse	1	NA	logfiles-140-20180423150132	0.791839862381734
14	1	Vertex	1	141	Schlaeger.png	Hantel	r	Schlaeger	1	NA	logfiles-141-20180423150138	0.728916099773242
14	1	Vertex	1	142	Trommel.png	Auto	u	Trommel	1	NA	logfiles-142-20180423150144	0.741686007736427
14	1	Vertex	1	143	Hirsch.png	Hirsch	t	Hirsch	1	NA	logfiles-143-20180423150150	0.643401360544217
14	1	Vertex	1	144	Harfe.png	Floete	r	Harfe	1	NA	logfiles-144-20180423150156	1.15666918619299
14	1	Vertex	1	145	Muehle.png	Kirche	r	Muehle	1	NA	logfiles-145-20180423150202	0.826223949897419
14	1	Vertex	1	146	Fernseher.png	Fernseher	t	Fernseher	1	NA	logfiles-146-20180423150208	0.676782371068085
14	1	Vertex	1	147	Ananas.png	Birne	r	Ananas	1	NA	logfiles-147-20180423150214	0.888319475938523
14	1	Vertex	1	148	Fahrrad.png	Fahrrad	t	Fahrrad	1	NA	logfiles-148-20180423150220	0.557816410514823
14	1	Vertex	1	149	Trompete.png	Trompete	t	Trompete	1	NA	logfiles-149-20180423150226	0.700075187969924
14	1	Vertex	1	150	Bluse.png	Schraube	u	Kleid	0	5	logfiles-150-20180423150232	0.842978767264481
14	1	Vertex	1	151	Schlaeger.png	Schlaeger	t	Schlaeger	1	NA	logfiles-151-20180423150238	0.603844568130282
14	1	Vertex	1	152	Gabel.png	Gabel	t	Gabel	1	NA	logfiles-152-20180423150244	0.7002886002886
14	1	Vertex	1	153	Hantel.png	Ball	r	Hantel	1	NA	logfiles-153-20180423150250	0.728734693877551
14	1	Vertex	1	154	Birne.png	Birne	t	Birne	1	NA	logfiles-154-20180423150256	0.712461414673396
14	1	Vertex	1	155	Nase.png	Mund	r	Nase	1	NA	logfiles-155-20180423150302	1.04232347202446
14	1	Vertex	1	156	Bett.png	Muehle	u	Bett	1	NA	logfiles-156-20180423150308	0.802302847064751
14	1	Vertex	1	157	Sessel.png	Kirche	u	Sessel	1	NA	logfiles-157-20180423150315	0.888689846308894
14	1	Vertex	1	158	Kommode.png	Sessel	r	Kommode	1	NA	logfiles-158-20180423150321	0.808537738905086
14	1	Vertex	1	159	Lineal.png	Mund	u	Lineal	1	NA	logfiles-159-20180423150327	0.717644391089769
14	1	Vertex	1	160	Apfel.png	Apfel	t	Apfel	1	NA	logfiles-160-20180423150333	0.751349206349206
14	1	Vertex	1	161	Bein.png	Bein	t	Bein	1	NA	logfiles-161-20180423150339	0.825852727055734
14	1	Vertex	1	162	Messer.png	Messer	t	Messer	1	NA	logfiles-162-20180423150345	0.786171039844509
14	1	Vertex	1	163	Floete.png	Trommel	r	Floete	1	NA	logfiles-163-20180423150351	1.10517991175798
14	1	Vertex	1	164	Brokkoli.png	Tomate	r	Brokkoli	1	NA	logfiles-164-20180423150357	0.928492483413118
14	1	Vertex	1	165	Telefon.png	Telefon	t	Telefon	1	NA	logfiles-165-20180423150403	0.672066326530612
14	1	Vertex	1	166	Tisch.png	Tisch	t	Tisch	1	NA	logfiles-166-20180423150409	0.666878794528564
14	1	Vertex	1	167	Bohrer.png	Hose	u	Bohrer	1	NA	logfiles-167-20180423150415	0.79203124212648
14	1	Vertex	1	168	Spitzer.png	Lineal	r	Spitzer	1	NA	logfiles-168-20180423150421	0.779739648945998
14	1	Vertex	1	169	Kartoffel.png	Lineal	u	Kartoffel	1	NA	logfiles-169-20180423150427	0.656248196248196
14	1	Vertex	1	170	Ohr.png	Ohr	t	Ohr	1	NA	logfiles-170-20180423150433	0.626321297749869
14	1	Vertex	1	171	Messer.png	Topf	r	Messer	1	NA	logfiles-171-20180423150439	0.639019710448281
14	1	Vertex	1	172	Hose.png	Hose	t	Hose	1	NA	logfiles-172-20180423150445	0.5982820861678
14	1	Vertex	1	173	Floete.png	Floete	t	Floete	1	NA	logfiles-173-20180423150451	0.620962459057697
14	1	Vertex	1	174	Schuessel.png	Messer	r	Schuessel	1	NA	logfiles-174-20180423150457	0.580801209372638
14	2	pMTG	2	1	Hut.png	Schuh	r	Muetze	0	5	logfiles-001-20180430135509	1.0021747111543
14	2	pMTG	2	2	Kegel.png	Seil	r	Kegel	1	NA	logfiles-002-20180430135515	1.0083820662768
14	2	pMTG	2	3	Ziege.png	Ziege	t	Ziege	1	NA	logfiles-003-20180430135521	1.2532670504099
14	2	pMTG	2	4	Bauch.png	Geige	u	Bauch	1	NA	logfiles-004-20180430135527	0.82009372637944
14	2	pMTG	2	5	Zwiebel.png	Seil	u	Zwiebel	1	NA	logfiles-005-20180430135533	0.820053597196454
14	2	pMTG	2	6	Lampe.png	Lampe	t	Lampe	1	NA	logfiles-006-20180430135539	0.899989534275248
14	2	pMTG	2	7	Regal.png	Schrank	r	Regal	1	NA	logfiles-007-20180430135545	1.24170975056689
14	2	pMTG	2	8	Triangel.png	Sofa	u	Triangel	1	NA	logfiles-008-20180430135551	0.882467456118249
14	2	pMTG	2	9	Ameise.png	Ameise	t	Ameise	1	NA	logfiles-009-20180430135557	0.752755425979915
14	2	pMTG	2	10	Sofa.png	Hocker	r	Sofa	1	NA	logfiles-010-20180430135603	0.917152935248173
14	2	pMTG	2	11	Bohne.png	Bohne	t	Bohne	1	NA	logfiles-011-20180430135609	0.745893719806763
14	2	pMTG	2	12	Nagel.png	Saege	r	Nagel	1	NA	logfiles-012-20180430135615	0.895690235690235
14	2	pMTG	2	13	Zitrone.png	Orange	r	Zitrone	1	NA	logfiles-013-20180430135621	0.939818594104308
14	2	pMTG	2	14	Stift.png	Ziege	u	Stift	1	NA	logfiles-014-20180430135627	0.871351473922902
14	2	pMTG	2	15	Geige.png	Tuba	r	Geige	1	NA	logfiles-015-20180430135633	0.860078609221466
14	2	pMTG	2	16	Laster.png	Handy	u	Laster	1	NA	logfiles-016-20180430135639	0.824765393336822
14	2	pMTG	2	17	Sieb.png	Traktor	u	Sieb	1	NA	logfiles-017-20180430135645	1.1735987509758
14	2	pMTG	2	18	Triangel.png	Triangel	t	Triangel	1	NA	logfiles-018-20180430135651	0.763174603174603
14	2	pMTG	2	19	Radierer.png	Bohne	u	Radiergummi	1	Synonym	logfiles-019-20180430135658	1.44724470579192
14	2	pMTG	2	20	Schule.png	Schule	t	Schule	1	NA	logfiles-020-20180430135704	0.72315612664819
14	2	pMTG	2	21	Pilz.png	Orgel	u	Champignon	1	Synonym	logfiles-021-20180430135710	1.67591836734693
14	2	pMTG	2	22	Schrank.png	Huette	u	Schrank	1	NA	logfiles-022-20180430135716	0.939905808477237
14	2	pMTG	2	23	Paprika.png	Bohne	r	Paprika	1	NA	logfiles-023-20180430135722	1.28840362811791
14	2	pMTG	2	24	Zwiebel.png	Karotte	r	Zwiebel	1	NA	logfiles-024-20180430135728	0.865678253036374
14	2	pMTG	2	25	Kirsche.png	Kirsche	t	Kirsche	1	NA	logfiles-025-20180430135734	0.762959939531368
14	2	pMTG	2	26	Laster.png	Bagger	r	Laster	1	NA	logfiles-026-20180430135740	0.729678004535147
14	2	pMTG	2	27	Saege.png	Traube	u	Saege	1	NA	logfiles-027-20180430135746	0.934097589653145
14	2	pMTG	2	28	Schwein.png	Ameise	r	Scha...Schwein	0	5	logfiles-028-20180430135752	0.968432267884322
14	2	pMTG	2	29	Stift.png	Stift	t	Stift	1	NA	logfiles-029-20180430135758	0.774648526077097
14	2	pMTG	2	30	Regal.png	Paprika	u	Regal	1	NA	logfiles-030-20180430135804	0.87177626606198
14	2	pMTG	2	31	Bauch.png	Knie	r	Bauch	1	NA	logfiles-031-20180430135810	0.733958175862937
14	2	pMTG	2	32	Paprika.png	Paprika	t	Paprika	1	NA	logfiles-032-20180430135816	0.682978080120937
14	2	pMTG	2	33	Tuba.png	Hut	u	Tuba	1	NA	logfiles-033-20180430135822	0.860006046863189
14	2	pMTG	2	34	Bagger.png	Schrank	u	Bagger	1	NA	logfiles-034-20180430135828	0.734528963100391
14	2	pMTG	2	35	Kirsche.png	Erdbeere	r	Kirsche	1	NA	logfiles-035-20180430135834	0.718036929057337
14	2	pMTG	2	36	Burg.png	Burg	t	Schloss	0	6	logfiles-036-20180430135840	1.16175199904523
14	2	pMTG	2	37	Pullover.png	Hut	r	Pullover	1	NA	logfiles-037-20180430135846	1.45779426922284
14	2	pMTG	2	38	Tasse.png	Laster	u	Tasse	1	NA	logfiles-038-20180430135852	0.803092970521541
14	2	pMTG	2	39	Schuh.png	Pullover	r	Schuh	1	NA	logfiles-039-20180430135859	0.746311556068968
14	2	pMTG	2	40	Finger.png	Auge	r	Finger	1	NA	logfiles-040-20180430135905	0.751804820693709
14	2	pMTG	2	41	Gitarre.png	Saege	u	Gei...aeh...Gitarre	0	5	logfiles-041-20180430135911	0.733745124716553
14	2	pMTG	2	42	Hammer.png	Orange	u	Hammer	1	NA	logfiles-042-20180430135917	0.803299319727891
14	2	pMTG	2	43	Geige.png	Geige	t	Geige	1	NA	logfiles-043-20180430135923	0.654731972789115
14	2	pMTG	2	44	Katze.png	Katze	t	Katze	1	NA	logfiles-044-20180430135929	0.746839002267573
14	2	pMTG	2	45	Auge.png	Auge	t	Auge	1	NA	logfiles-045-20180430135935	0.791773746535651
14	2	pMTG	2	46	Schwein.png	Regal	u	Schwein	1	NA	logfiles-046-20180430135941	0.905393336821908
14	2	pMTG	2	47	Karotte.png	Paprika	r	Gur...Moehre	0	5	logfiles-047-20180430135947	1.20228772990677
14	2	pMTG	2	48	Saege.png	Hammer	r	Hamm...aeh...Saege	0	1	logfiles-048-20180430135953	0.917062825130052
14	2	pMTG	2	49	Bagger.png	Bagger	t	Bagger	1	NA	logfiles-049-20180430135959	0.688718429900696
14	2	pMTG	2	50	Handy.png	Computer	r	Handy	1	NA	logfiles-050-20180430140005	1.19649419363705
14	2	pMTG	2	51	Ziege.png	Nagel	u	Ziege	1	NA	logfiles-051-20180430140011	0.814804535147392
14	2	pMTG	2	52	Zitrone.png	Zitrone	t	Zitrone	1	NA	logfiles-052-20180430140017	0.711931972789115
14	2	pMTG	2	53	Finger.png	Sieb	u	Finger	1	NA	logfiles-053-20180430140023	0.626228269085412
14	2	pMTG	2	54	Boot.png	Kirsche	u	Boot	1	NA	logfiles-054-20180430140029	0.859996220710506
14	2	pMTG	2	55	Teller.png	Teller	t	Teller	1	NA	logfiles-055-20180430140035	0.750622323003275
14	2	pMTG	2	56	Loeffel.png	Radierer	u	Loeffel	1	NA	logfiles-056-20180430140041	0.888805500694901
14	2	pMTG	2	57	Flieger.png	Zwiebel	u	Flugzeug	1	Synonym	logfiles-057-20180430140047	0.831648351648351
14	2	pMTG	2	58	Sofa.png	Sofa	t	Sofa	1	NA	logfiles-058-20180430140054	1.00821898283122
14	2	pMTG	2	59	Bagger.png	Traktor	r	Bagger	1	NA	logfiles-059-20180430140100	0.632719344147915
14	2	pMTG	2	60	Pullover.png	Tasse	u	Pullover	1	NA	logfiles-060-20180430140106	0.899649637632831
14	2	pMTG	2	61	Saege.png	Saege	t	Saege	1	NA	logfiles-061-20180430140112	0.84886851358901
14	2	pMTG	2	62	Bohne.png	Hammer	u	Bohne	1	NA	logfiles-062-20180430140118	0.763326984126984
14	2	pMTG	2	63	Regal.png	Regal	t	Regal	1	NA	logfiles-063-20180430140124	0.757546485260771
14	2	pMTG	2	64	Traktor.png	Boot	r	Traktor	1	NA	logfiles-064-20180430140130	0.889181929181929
14	2	pMTG	2	65	Robbe.png	Knie	u	Robbe	1	NA	logfiles-065-20180430140136	0.928510959939531
14	2	pMTG	2	66	Hocker.png	Hocker	t	Hocker	1	NA	logfiles-066-20180430140142	0.694605561522854
14	2	pMTG	2	67	Nagel.png	Nagel	t	Nagel	1	NA	logfiles-067-20180430140148	0.706198034769463
14	2	pMTG	2	68	Glas.png	Schwein	u	Glas	1	NA	logfiles-068-20180430140154	0.842773417059131
14	2	pMTG	2	69	Hut.png	Hut	t	Hut	1	NA	logfiles-069-20180430140200	0.791720836482741
14	2	pMTG	2	70	Burg.png	Schule	r	Burg	1	NA	logfiles-070-20180430140206	1.33315696649029
14	2	pMTG	2	71	Hammer.png	Nagel	r	Hammer	1	NA	logfiles-071-20180430140212	1.04310039167182
14	2	pMTG	2	72	Tasse.png	Tasse	t	Tasse	1	NA	logfiles-072-20180430140218	0.528702443940539
14	2	pMTG	2	73	Zwiebel.png	Zwiebel	t	Zwiebel	1	NA	logfiles-073-20180430140224	0.563740765123253
14	2	pMTG	2	74	Knie.png	Knie	t	Knie	1	NA	logfiles-074-20180430140230	0.762450239355001
14	2	pMTG	2	75	Hocker.png	Lampe	r	Hocker	1	NA	logfiles-075-20180430140236	0.746796674225245
14	2	pMTG	2	76	Traube.png	Schuh	u	Traube	1	NA	logfiles-076-20180430140242	1.28195011337868
14	2	pMTG	2	77	Trampolin.png	Locher	u	Trampolin	1	NA	logfiles-077-20180430140248	1.31615322319403
14	2	pMTG	2	78	Boot.png	Flieger	r	Boot	1	NA	logfiles-078-20180430140255	0.831700680272108
14	2	pMTG	2	79	Handy.png	Loeffel	u	Handy	1	NA	logfiles-079-20180430140301	1.12871518418688
14	2	pMTG	2	80	Erdbeere.png	Erdbeere	t	Erdbeere	1	NA	logfiles-080-20180430140307	0.775113378684807
14	2	pMTG	2	81	Hammer.png	Hammer	t	Hammer	1	NA	logfiles-081-20180430140313	0.723357572914223
14	2	pMTG	2	82	Katze.png	Trampolin	u	Katze	1	NA	logfiles-082-20180430140319	0.855148855241021
14	2	pMTG	2	83	Computer.png	Pullover	u	Computer	1	NA	logfiles-083-20180430140325	0.945501011215297
14	2	pMTG	2	84	Knie.png	Lampe	u	Knie	1	NA	logfiles-084-20180430140331	0.728798185941043
14	2	pMTG	2	85	Ameise.png	Robbe	r	Ameise	1	NA	logfiles-085-20180430140337	0.934227994227994
14	2	pMTG	2	86	Robbe.png	Robbe	t	Robbe	1	NA	logfiles-086-20180430140343	0.705836857265428
14	2	pMTG	2	87	Auge.png	Teller	u	Auge	1	NA	logfiles-087-20180430140349	0.751820728291316
14	2	pMTG	2	88	Schule.png	Robbe	u	Schule	1	NA	logfiles-088-20180430140355	0.734720554888622
14	2	pMTG	2	89	Locher.png	Locher	t	Locher	1	NA	logfiles-089-20180430140401	0.837391304347826
14	2	pMTG	2	90	Loeffel.png	Tasse	r	Loeffel	1	NA	logfiles-090-20180430140407	0.757518626498218
14	2	pMTG	2	91	Huette.png	Computer	u	Huette	1	NA	logfiles-091-20180430140413	1.02021273964131
14	2	pMTG	2	92	Teller.png	Schule	u	Teller	1	NA	logfiles-092-20180430140419	0.729203962286669
14	2	pMTG	2	93	Orange.png	Traube	r	Orange	1	NA	logfiles-093-20180430140425	1.22509280255312
14	2	pMTG	2	94	Schuh.png	Schuh	t	Schuh	1	NA	logfiles-094-20180430140431	0.768754612956293
14	2	pMTG	2	95	Robbe.png	Ziege	r	Robbe	1	NA	logfiles-095-20180430140437	0.797167422524565
14	2	pMTG	2	96	Kirsche.png	Tuba	u	Kirsche	1	NA	logfiles-096-20180430140443	0.882233560090703
14	2	pMTG	2	97	Erdbeere.png	Flieger	u	Erdbeere	1	NA	logfiles-097-20180430140449	0.75751282969328
14	2	pMTG	2	98	Stift.png	Locher	r	Stift	1	NA	logfiles-098-20180430140456	0.768927694789256
14	2	pMTG	2	99	Seil.png	Seil	t	Seil	1	NA	logfiles-099-20180430140502	0.86578231292517
14	2	pMTG	2	100	Huette.png	Huette	t	Huette	1	NA	logfiles-100-20180430140508	0.683270975056689
14	2	pMTG	2	101	Gitarre.png	Orgel	r	Gitarre	1	NA	logfiles-101-20180430140514	0.785925036681339
14	2	pMTG	2	102	Orange.png	Bagger	u	Orange	1	NA	logfiles-102-20180430140520	0.83847619047619
14	2	pMTG	2	103	Schuh.png	Karotte	u	Schuh	1	NA	logfiles-103-20180430140526	0.735085332378565
14	2	pMTG	2	104	Orgel.png	Glas	u	Orgel	1	NA	logfiles-104-20180430140532	0.911456057170343
14	2	pMTG	2	105	Boot.png	Boot	t	Boot	1	NA	logfiles-105-20180430140538	0.68421768707483
14	2	pMTG	2	106	Karotte.png	Karotte	t	Karotte	1	NA	logfiles-106-20180430140544	0.911351822780394
14	2	pMTG	2	107	Computer.png	Radio	r	Computer	1	NA	logfiles-107-20180430140550	0.774554463760812
14	2	pMTG	2	108	Seil.png	Erdbeere	u	Seil	1	NA	logfiles-108-20180430140556	0.774630385487528
14	2	pMTG	2	109	Teller.png	Loeffel	r	Teller	1	NA	logfiles-109-20180430140602	0.763485086342229
14	2	pMTG	2	110	Gitarre.png	Gitarre	t	Gitarre	1	NA	logfiles-110-20180430140608	0.740298668270254
14	2	pMTG	2	111	Fuss.png	Bauch	r	Fuss	1	NA	logfiles-111-20180430140614	1.1395391309677
14	2	pMTG	2	112	Traktor.png	Finger	u	Traktor	1	NA	logfiles-112-20180430140620	1.16264085121228
14	2	pMTG	2	113	Knie.png	Finger	r	Knie	1	NA	logfiles-113-20180430140626	0.837224489795918
14	2	pMTG	2	114	Sieb.png	Glas	r	Sieb	1	NA	logfiles-114-20180430140632	0.88291761148904
14	2	pMTG	2	115	Orgel.png	Triangel	r	Orgel	1	NA	logfiles-115-20180430140638	0.769543245869776
14	2	pMTG	2	116	Karotte.png	Boot	u	Karotte	1	NA	logfiles-116-20180430140644	1.18472789115646
14	2	pMTG	2	117	Kegel.png	Burg	u	Pin	0	8	logfiles-117-20180430140650	1.23088435374149
14	2	pMTG	2	118	Computer.png	Computer	t	Computer	1	NA	logfiles-118-20180430140656	0.660544217687074
14	2	pMTG	2	119	Zitrone.png	Fuss	u	Zitrone	1	NA	logfiles-119-20180430140702	0.728879223820675
14	2	pMTG	2	120	Locher.png	Radierer	r	Locher	1	NA	logfiles-120-20180430140709	0.865151927437641
14	2	pMTG	2	121	Finger.png	Finger	t	Finger	1	NA	logfiles-121-20180430140715	0.67204439670605
14	2	pMTG	2	122	Lampe.png	Katze	u	Lampe	1	NA	logfiles-122-20180430140721	1.00836734693877
14	2	pMTG	2	123	Radierer.png	Radierer	t	Radierer	1	NA	logfiles-123-20180430140727	0.808805661458722
14	2	pMTG	2	124	Katze.png	Schwein	r	Katze	1	NA	logfiles-124-20180430140733	0.655346383451339
14	2	pMTG	2	125	Laster.png	Laster	t	Laster	1	NA	logfiles-125-20180430140739	0.700614764424288
14	2	pMTG	2	126	Radio.png	Zitrone	u	oeh...Radio	0	2	logfiles-126-20180430140745	1.92034391534391
14	2	pMTG	2	127	Pilz.png	Pilz	t	Pilz	1	NA	logfiles-127-20180430140751	0.928610301263362
14	2	pMTG	2	128	Loeffel.png	Loeffel	t	Loeffel	1	NA	logfiles-128-20180430140757	0.894268707482993
14	2	pMTG	2	129	Burg.png	Pilz	u	Burg	1	NA	logfiles-129-20180430140803	0.934659863945578
14	2	pMTG	2	130	Fuss.png	Gitarre	u	Fuss	1	NA	logfiles-130-20180430140809	1.08744480248239
14	2	pMTG	2	131	Huette.png	Burg	r	Huette	1	NA	logfiles-131-20180430140815	0.86006610553826
14	2	pMTG	2	132	Schrank.png	Regal	r	Schrank	1	NA	logfiles-132-20180430140821	1.08861678004535
14	2	pMTG	2	133	Ameise.png	Triangel	u	Ameise	1	NA	logfiles-133-20180430140827	0.81476713762428
14	2	pMTG	2	134	Ziege.png	Katze	r	Ziege	1	NA	logfiles-134-20180430140833	0.871695497246517
14	2	pMTG	2	135	Traube.png	Kirsche	r	Traube	1	NA	logfiles-135-20180430140839	0.990985134794658
14	2	pMTG	2	136	Radio.png	Handy	r	Radio	1	NA	logfiles-136-20180430140845	1.09947593852355
14	2	pMTG	2	137	Traktor.png	Traktor	t	Traktor	1	NA	logfiles-137-20180430140851	1.00260589569161
14	2	pMTG	2	138	Flieger.png	Laster	r	Flieger	1	NA	logfiles-138-20180430140857	0.92281179138322
14	2	pMTG	2	139	Kegel.png	Kegel	t	Kegel	1	NA	logfiles-139-20180430140904	0.922600151171579
14	2	pMTG	2	140	Pilz.png	Zwiebel	r	Pilz	1	NA	logfiles-140-20180430140910	0.768734693877551
14	2	pMTG	2	141	Trampolin.png	Kegel	r	Trampolin	1	NA	logfiles-141-20180430140916	0.923239672680666
14	2	pMTG	2	142	Geige.png	Hocker	u	Geige	1	NA	logfiles-142-20180430140922	0.922501889644746
14	2	pMTG	2	143	Schwein.png	Schwein	t	Schwein	1	NA	logfiles-143-20180430140928	0.69509791795506
14	2	pMTG	2	144	Triangel.png	Geige	r	Triangel	1	NA	logfiles-144-20180430140934	0.866103012633624
14	2	pMTG	2	145	Schule.png	Huette	r	Schule	1	NA	logfiles-145-20180430140940	0.803274376417233
14	2	pMTG	2	146	Radio.png	Radio	t	Radio	1	NA	logfiles-146-20180430140946	0.820122887864823
14	2	pMTG	2	147	Erdbeere.png	Zitrone	r	Erdbeere	1	NA	logfiles-147-20180430140952	0.751747845804988
14	2	pMTG	2	148	Flieger.png	Flieger	t	Flieger	1	NA	logfiles-148-20180430140958	0.729529724933451
14	2	pMTG	2	149	Orgel.png	Orgel	t	Orgel	1	NA	logfiles-149-20180430141004	0.683541537827252
14	2	pMTG	2	150	Hut.png	Radio	u	Hut	1	NA	logfiles-150-20180430141010	0.774605842336934
14	2	pMTG	2	151	Trampolin.png	Trampolin	t	Trampolin	1	NA	logfiles-151-20180430141016	0.831396880037155
14	2	pMTG	2	152	Sieb.png	Sieb	t	Sieb	1	NA	logfiles-152-20180430141022	0.597958475056689
14	2	pMTG	2	153	Seil.png	Trampolin	r	Seil	1	NA	logfiles-153-20180430141028	0.780014910073618
14	2	pMTG	2	154	Orange.png	Orange	t	Orange	1	NA	logfiles-154-20180430141034	0.638037792894935
14	2	pMTG	2	155	Auge.png	Fuss	r	Auge	1	NA	logfiles-155-20180430141040	0.648945784374355
14	2	pMTG	2	156	Sofa.png	Ameise	u	Sofa	1	NA	logfiles-156-20180430141046	0.974172948458662
14	2	pMTG	2	157	Hocker.png	Kegel	u	Hocker	1	NA	logfiles-157-20180430141052	0.83234977324263
14	2	pMTG	2	158	Lampe.png	Sofa	r	Lampe	1	NA	logfiles-158-20180430141058	1.01983291562238
14	2	pMTG	2	159	Locher.png	Bauch	u	Locher	1	NA	logfiles-159-20180430141104	0.797466986794718
14	2	pMTG	2	160	Traube.png	Traube	t	Traube	1	NA	logfiles-160-20180430141111	0.769209837781266
14	2	pMTG	2	161	Fuss.png	Fuss	t	Fuss	1	NA	logfiles-161-20180430141117	0.745811035525321
14	2	pMTG	2	162	Glas.png	Glas	t	Glas	1	NA	logfiles-162-20180430141123	0.734752186588921
14	2	pMTG	2	163	Tuba.png	Gitarre	r	Tuba	1	NA	logfiles-163-20180430141129	0.974081632653061
14	2	pMTG	2	164	Bohne.png	Pilz	r	Bohne	1	NA	logfiles-164-20180430141135	0.978946450375021
14	2	pMTG	2	165	Handy.png	Handy	t	Handy	1	NA	logfiles-165-20180430141141	0.837265572895825
14	2	pMTG	2	166	Schrank.png	Schrank	t	Schrank	1	NA	logfiles-166-20180430141147	0.723766439909297
14	2	pMTG	2	167	Nagel.png	Auge	u	Nagel	1	NA	logfiles-167-20180430141153	0.825887804397121
14	2	pMTG	2	168	Radierer.png	Stift	r	Radierer	1	NA	logfiles-168-20180430141159	0.831400226757369
14	2	pMTG	2	169	Paprika.png	Stift	u	Paprika	1	NA	logfiles-169-20180430141205	0.723271530834556
14	2	pMTG	2	170	Bauch.png	Bauch	t	Bauch	1	NA	logfiles-170-20180430141211	0.677749018306509
14	2	pMTG	2	171	Glas.png	Teller	r	Glas	1	NA	logfiles-171-20180430141217	0.728395519824091
14	2	pMTG	2	172	Pullover.png	Pullover	t	Pullover	1	NA	logfiles-172-20180430141223	0.683883946741089
14	2	pMTG	2	173	Tuba.png	Tuba	t	Tuba	1	NA	logfiles-173-20180430141229	0.717892349922425
14	2	pMTG	2	174	Tasse.png	Sieb	r	Ta...aeh...Glas...aeh...Tasse	0	2	logfiles-174-20180430141235	0.923235529902196
15	1	pMTG	2	1	Nagel.png	Saege	r	Nagel	1	NA	logfiles-001-20180425143746	1.07038426181283
15	1	pMTG	2	2	Geige.png	Hocker	u	Geige	1	NA	logfiles-002-20180425143752	0.934276166606993
